geo_address_key,street_1_norm,city_norm,state_norm,zip_norm,provider_count,address_variant_count,geocoding_source,geocoding_status,geocoding_match_count,geocoded_matched_address,provider_latitude,provider_longitude,geocoded_tiger_line_id,geocoded_side
73 REMITTANCE DR | CHICAGO | IL | 60675,73 REMITTANCE DR,CHICAGO,IL,60675,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
7300 N PERIMETER RD | MALMSTROM AFB | MT | 59402,7300 N PERIMETER RD,MALMSTROM AFB,MT,59402,2,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
7300 NORTH PERIMETER RD | MALMSTROM AFB | MT | 59402,7300 NORTH PERIMETER RD,MALMSTROM AFB,MT,59402,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
7410 DELAWARE LN | VANCOUVAR | WA | 91664,7410 DELAWARE LN,VANCOUVAR,WA,91664,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
75 REMITTANCE DR | CHICAGO | IL | 60675,75 REMITTANCE DR,CHICAGO,IL,60675,9,2,Census_Geocoder_Second_Pass,unmatched,0,,,,,
770 SUMNEYTOWN PIKE | WEST POINT | PA | 19486,770 SUMNEYTOWN PIKE,WEST POINT,PA,19486,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
7838 JAY STREET | PULTNEYVILLE | NY | 14538,7838 JAY STREET,PULTNEYVILLE,NY,14538,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
8031 CAMPUS DELIVERY | FORT COLLINS | CO | 80523,8031 CAMPUS DELIVERY,FORT COLLINS,CO,80523,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
809 LAMONT ST | MOUNTAIN HOME | TN | 37684,809 LAMONT ST,MOUNTAIN HOME,TN,37684,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
81 DS KEESLER AFB | BILOXI | MS | 39524,81 DS KEESLER AFB,BILOXI,MS,39524,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
8495 S POWER RD | QUEEN CREEK | AZ | 85242,8495 S POWER RD,QUEEN CREEK,AZ,85242,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
850 76TH ST SW | GRAND RAPIDS | MI | 49518,850 76TH ST SW,GRAND RAPIDS,MI,49518,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
854 CONCORD ROAD | CONCORDVILLE | PA | 19331,854 CONCORD ROAD,CONCORDVILLE,PA,19331,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
86 S COBB DR SE | MARIETTA | GA | 30063,86 S COBB DR SE,MARIETTA,GA,30063,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
8690 RELIABLE | CHICAGO | IL | 60686,8690 RELIABLE,CHICAGO,IL,60686,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
8716 EASTON ROAD | REVERE | PA | 18953,8716 EASTON ROAD,REVERE,PA,18953,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
8813 CHAFFEE RD | BRUNSWICK | TN | 38014,8813 CHAFFEE RD,BRUNSWICK,TN,38014,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
885 SW 109 AVE | MIAMI | FL | 33199,885 SW 109 AVE,MIAMI,FL,33199,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
885 SW 109 AVE STE 131 | MIAMI | FL | 33199,885 SW 109 AVE STE 131,MIAMI,FL,33199,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
8956 RELIABLE PARKWAY | CHICAGO | IL | 60686,8956 RELIABLE PARKWAY,CHICAGO,IL,60686,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
9 ASBURY ROAD | ENKA | NC | 28728,9 ASBURY ROAD,ENKA,NC,28728,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
9 LA CRUE AVE | CONCORDVILLE | PA | 19331,9 LA CRUE AVE,CONCORDVILLE,PA,19331,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
900 S VETERANS DR | TACOMA | WA | 98493,900 S VETERANS DR,TACOMA,WA,98493,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
9040 A REID ST | TACOMA | WA | 98431,9040 A REID ST,TACOMA,WA,98431,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
9040 A REID STREET | TACOMA | WA | 98431,9040 A REID STREET,TACOMA,WA,98431,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
9040 READ ST | TACOMA | WA | 98431,9040 READ ST,TACOMA,WA,98431,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
9040 REID ST | JOINT BASE LEWIS MCCHORD | WA | 98431,9040 REID ST,JOINT BASE LEWIS MCCHORD,WA,98431,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
9040 REID ST | TACOMA | WA | 98431,9040 REID ST,TACOMA,WA,98431,2,2,Census_Geocoder_Second_Pass,unmatched,0,,,,,
9040 REID ST # A | JOINT BASE LEWIS MCCHORD | WA | 98431,9040 REID ST # A,JOINT BASE LEWIS MCCHORD,WA,98431,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
9040A FITZSIMMON AVE | TACOMA | WA | 98431,9040A FITZSIMMON AVE,TACOMA,WA,98431,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
9040A REID STREET | TACOMA | WA | 98431,9040A REID STREET,TACOMA,WA,98431,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
914 CHARLES MORRIS CT SE | WASHINGTON NAVY YARD | DC | 20398,914 CHARLES MORRIS CT SE,WASHINGTON NAVY YARD,DC,20398,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
981080 NEBRASKA MEDICAL CTR | OMAHA | NE | 68198,981080 NEBRASKA MEDICAL CTR,OMAHA,NE,68198,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
981090 NEBRASKA MEDICAL CTR | OMAHA | NE | 68198,981090 NEBRASKA MEDICAL CTR,OMAHA,NE,68198,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
985300 NEBRASKA MEDICAL CTR | OMAHA | NE | 68198,985300 NEBRASKA MEDICAL CTR,OMAHA,NE,68198,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
985440 NEBRASKA MEDICAL CTR | OMAHA | NE | 68198,985440 NEBRASKA MEDICAL CTR,OMAHA,NE,68198,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
987400 NEBRASKA MEDICAL CTR | OMAHA | NE | 68198,987400 NEBRASKA MEDICAL CTR,OMAHA,NE,68198,3,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
988095 NEBRASKA MEDICAL CTR | OMAHA | NE | 68198,988095 NEBRASKA MEDICAL CTR,OMAHA,NE,68198,6,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
988102 NEBRASKA MEDICAL CTR | OMAHA | NE | 68198,988102 NEBRASKA MEDICAL CTR,OMAHA,NE,68198,45,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
989200 NEBRASKA MEDICAL CTR | OMAHA | NE | 68198,989200 NEBRASKA MEDICAL CTR,OMAHA,NE,68198,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
9931-B WEST HAYES | TACOMA | WA | 98431,9931-B WEST HAYES,TACOMA,WA,98431,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
AFIP BLDG 54 RM G117 DEPT VETERINARY PATHOLOGY | WASHINGTON | DC | 20306,AFIP BLDG 54 RM G117 DEPT VETERINARY PATHOLOGY,WASHINGTON,DC,20306,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
AIRMENS CLINIC | TACOMA | WA | 98431,AIRMENS CLINIC,TACOMA,WA,98431,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
ANNA MARSH LANE | BRATTLEBORO | VT | 05302,ANNA MARSH LANE,BRATTLEBORO,VT,05302,3,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
ARMED FORCES INST OF PATHOLOGY | WASHINGTON | DC | 20306,ARMED FORCES INST OF PATHOLOGY,WASHINGTON,DC,20306,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
ARMED FORCES INSTITUTE OF PATHOLOGY | WASHINGTON | DC | 20306,ARMED FORCES INSTITUTE OF PATHOLOGY,WASHINGTON,DC,20306,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
BACK OF THE YARDS MENTAL HEALTH CENTER | CHICAGO | IL | 40609,BACK OF THE YARDS MENTAL HEALTH CENTER,CHICAGO,IL,40609,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
BLDG 9900 2ND FLOOR | TACOMA | WA | 98431,BLDG 9900 2ND FLOOR,TACOMA,WA,98431,9,2,Census_Geocoder_Second_Pass,unmatched,0,,,,,
BLDG 9921A EAST JOHNSON ST | TACOMA | WA | 98431,BLDG 9921A EAST JOHNSON ST,TACOMA,WA,98431,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
BLDG N46 CAPE SARICHEF | KODIAK | AK | 99619,BLDG N46 CAPE SARICHEF,KODIAK,AK,99619,17,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
BLDG N46 US COAST GUARD BASE | KODIAK | AK | 99619,BLDG N46 US COAST GUARD BASE,KODIAK,AK,99619,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
BLUE EARTH COUNTY GOVERNMENT CENTER | MANKATO | MN | 56002,BLUE EARTH COUNTY GOVERNMENT CENTER,MANKATO,MN,56002,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
BUILDING 0221 | CEDAR FALLS | IA | 50614,BUILDING 0221,CEDAR FALLS,IA,50614,3,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
BUILDING 110 SOUTH RODMAN AVENUE | ROCK ISLAND ARSENAL | IL | 61299,BUILDING 110 SOUTH RODMAN AVENUE,ROCK ISLAND ARSENAL,IL,61299,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
BUILDING 52 | MOUNTAIN HOME | TN | 37684,BUILDING 52,MOUNTAIN HOME,TN,37684,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
BUILDING N46 CAPE SARICHEF | KODIAK | AK | 99619,BUILDING N46 CAPE SARICHEF,KODIAK,AK,99619,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
BUILDING N46 CAPE SCHARIFF | KODIAK | AK | 99619,BUILDING N46 CAPE SCHARIFF,KODIAK,AK,99619,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
CAPE SARICHEF | KODIAK | AK | 99619,CAPE SARICHEF,KODIAK,AK,99619,4,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
CENTER FOR SPINE HEALTH | CLEVELAND | OH | 44195,CENTER FOR SPINE HEALTH,CLEVELAND,OH,44195,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
CLEVELAND CLINIC | CLEVELAND | OH | 44195,CLEVELAND CLINIC,CLEVELAND,OH,44195,4,4,Census_Geocoder_Second_Pass,unmatched,0,,,,,
CLEVELAND CLINIC DEPT OF COLORECTAL SURGERY | CLEVELAND | OH | 44195,CLEVELAND CLINIC DEPT OF COLORECTAL SURGERY,CLEVELAND,OH,44195,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
CLEVELAND CLINIC FOUNDATION | CLEVELAND | OH | 44195,CLEVELAND CLINIC FOUNDATION,CLEVELAND,OH,44195,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
CLEVELAND CLINIC FOUNDATION EUCLID AVENUE PHARMACY | CLEVELAND | OH | 44195,CLEVELAND CLINIC FOUNDATION EUCLID AVENUE PHARMACY,CLEVELAND,OH,44195,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
CMR 402 | APO AE | NY | 09180,CMR 402,APO AE,NY,09180,2,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
CMR 415 | APO | NY | 09114,CMR 415,APO,NY,09114,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
CMR 442 | APO AE | NY | 09042,CMR 442,APO AE,NY,09042,6,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
CMR431 | DARMSTADT | CA | 09175,CMR431,DARMSTADT,CA,09175,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
COLLEGE OF NURSING MSC O9 5350 | ALBUQUERQUE | NM | 87131,COLLEGE OF NURSING MSC O9 5350,ALBUQUERQUE,NM,87131,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
COLORADO STATE UNIVERSITY | FORT COLLINS | CO | 80523,COLORADO STATE UNIVERSITY,FORT COLLINS,CO,80523,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
COLORADO STATE UNIVERSITY - HARTSHORN HEALTH SERVI | FORT COLLINS | CO | 80523,COLORADO STATE UNIVERSITY - HARTSHORN HEALTH SERVI,FORT COLLINS,CO,80523,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
COLORADO STATE UNIVERSITY HARTSHORN HEALTH SERVICE | FORT COLLINS | CO | 80523,COLORADO STATE UNIVERSITY HARTSHORN HEALTH SERVICE,FORT COLLINS,CO,80523,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
CORNER OF LAMONT AND VETERAN'S WAY | MOUNTAIN HOME | TN | 37684,CORNER OF LAMONT AND VETERAN'S WAY,MOUNTAIN HOME,TN,37684,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
CORNER OF SIDNEY AND LAMONT | (JOHNSON CITY) MOUNTAIN HOME | TN | 37684,CORNER OF SIDNEY AND LAMONT,(JOHNSON CITY) MOUNTAIN HOME,TN,37684,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
CORNER OF SYDNEY AND LAMONT | JOHNSON CITY | TN | 37684,CORNER OF SYDNEY AND LAMONT,JOHNSON CITY,TN,37684,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
CORNER OF SYDNEY AND LAMONT ST | MOUNTAIN HOME | TN | 37684,CORNER OF SYDNEY AND LAMONT ST,MOUNTAIN HOME,TN,37684,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
DENTAC BAVARIA CMR 411 | APO | NY | 09112,DENTAC BAVARIA CMR 411,APO,NY,09112,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
DEPARTMENT OF DENTISTRY WFUSM | WINSTON-SALEM | NC | 27157,DEPARTMENT OF DENTISTRY WFUSM,WINSTON-SALEM,NC,27157,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
DEPARTMENT OF NEUROLOGICAL SURGERY M780 | SAN FRANCISCO | CA | 94143,DEPARTMENT OF NEUROLOGICAL SURGERY M780,SAN FRANCISCO,CA,94143,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
DEPARTMENT OF PEDIATRICS | TACOMA | WA | 98431,DEPARTMENT OF PEDIATRICS,TACOMA,WA,98431,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
DEPARTMENT OF PHARMACY QQB5 | CLEVELAND | OH | 44195,DEPARTMENT OF PHARMACY QQB5,CLEVELAND,OH,44195,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
DEPARTMENT OF PHARMACY SERVICES | SALT LAKE CITY | UT | 84132,DEPARTMENT OF PHARMACY SERVICES,SALT LAKE CITY,UT,84132,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
DEPARTMENT OF PSYCHIATRY AND BEHAVIORAL SCIENCES | ALBUQUERQUE | NM | 87131,DEPARTMENT OF PSYCHIATRY AND BEHAVIORAL SCIENCES,ALBUQUERQUE,NM,87131,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
DEPARTMENT OF SURGERY; SCHOOL OF MEDICINE | LOUISVILLE | KY | 40292,DEPARTMENT OF SURGERY; SCHOOL OF MEDICINE,LOUISVILLE,KY,40292,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
DEPARTMENT PHARMACY SERVICES A050 | SALT LAKE CITY | UT | 84132,DEPARTMENT PHARMACY SERVICES A050,SALT LAKE CITY,UT,84132,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
DEPT #0861 | DENVER | CO | 80256,DEPT #0861,DENVER,CO,80256,4,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
DEPT 6029 | WASHINGTON | DC | 20042,DEPT 6029,WASHINGTON,DC,20042,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
DEPT OF EMERGENCY MEDICINE | WINSTON SALEM | NC | 27157,DEPT OF EMERGENCY MEDICINE,WINSTON SALEM,NC,27157,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
DEPT OF INTERNAL MEDICINE | PEORIA | IL | 61637,DEPT OF INTERNAL MEDICINE,PEORIA,IL,61637,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
DILORENZO PENTAGON HEALTH CLINIC 5801 DEFENSE PENTAGON | WASHINGTON | DC | 20310,DILORENZO PENTAGON HEALTH CLINIC 5801 DEFENSE PENTAGON,WASHINGTON,DC,20310,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
DILORENZO TRICARE HEALTH CLINIC | WASHINGTON | DC | 20310,DILORENZO TRICARE HEALTH CLINIC,WASHINGTON,DC,20310,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
DIV OF PSYCH PRODUCTS FDA HFD 130 BLDG 22 RM 4235 | SILVER SPRING | MD | 20993,DIV OF PSYCH PRODUCTS FDA HFD 130 BLDG 22 RM 4235,SILVER SPRING,MD,20993,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
DIVISION OF PULMONARY & | FARMINGTON | CT | 06030,DIVISION OF PULMONARY &,FARMINGTON,CT,06030,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
DUMC - DEPARTMENT OF ANESTHESIOLOGY | DURHAM | NC | 27710,DUMC - DEPARTMENT OF ANESTHESIOLOGY,DURHAM,NC,27710,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
DUMC 3022 | DURHAM | NC | 27710,DUMC 3022,DURHAM,NC,27710,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
DUMC 3174 | DURHAM | NC | 27710,DUMC 3174,DURHAM,NC,27710,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
DUMC 3662 | DURHAM | NC | 27710,DUMC 3662,DURHAM,NC,27710,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
EASTWAY DR | KENT | OH | 44242,EASTWAY DR,KENT,OH,44242,3,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
ELI LILLY AND COMPANY | INDIANAPOLIS | IN | 46285,ELI LILLY AND COMPANY,INDIANAPOLIS,IN,46285,2,2,Census_Geocoder_Second_Pass,unmatched,0,,,,,
EMILE 42ND ST | OMAHA | NE | 68198,EMILE 42ND ST,OMAHA,NE,68198,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
ERWIN RD | DURHAM | NC | 27710,ERWIN RD,DURHAM,NC,27710,3,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
ERWIN ROAD | DURHAM | NC | 27710,ERWIN ROAD,DURHAM,NC,27710,2,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
EXIT ONE PARK | BRATTLEBORO | VT | 05302,EXIT ONE PARK,BRATTLEBORO,VT,05302,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
FIRST STREET | MOUNTAIN HOME | TN | 37684,FIRST STREET,MOUNTAIN HOME,TN,37684,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
FITZSIMMONS BLVD | TACOMA | WA | 98431,FITZSIMMONS BLVD,TACOMA,WA,98431,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
FIU COLLEGE OF MEDICINE | MIAMI | FL | 33199,FIU COLLEGE OF MEDICINE,MIAMI,FL,33199,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
GENERAL ELECTRIC APPLIANCE PARK | LOUISVILLE | KY | 40225,GENERAL ELECTRIC APPLIANCE PARK,LOUISVILLE,KY,40225,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
GEORGE E WAHLEN DEPARTMENT OF VAMC | SALT LAKE CITY | UT | 84148,GEORGE E WAHLEN DEPARTMENT OF VAMC,SALT LAKE CITY,UT,84148,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
GOVE SHC PHARMACY UNCG | GREENSBORO | NC | 27402,GOVE SHC PHARMACY UNCG,GREENSBORO,NC,27402,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
GRAY DR | GREENSBORO | NC | 27402,GRAY DR,GREENSBORO,NC,27402,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
HIP HEALTH PLAN OF NEW YORK | NEW YORK | NY | 10041,HIP HEALTH PLAN OF NEW YORK,NEW YORK,NY,10041,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
HOWARD UNIVERSITY | WASHINGTON | DC | 20060,HOWARD UNIVERSITY,WASHINGTON,DC,20060,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
HUDSON VALLEY VAMC ROUTE 9D | CASTLE POINT | NY | 12511,HUDSON VALLEY VAMC ROUTE 9D,CASTLE POINT,NY,12511,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
HUNTER HOLMES MCGUIRE VA MEDICAL CTR | RICHMOND | VA | 23249,HUNTER HOLMES MCGUIRE VA MEDICAL CTR,RICHMOND,VA,23249,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
IU HEALTH PHYSICIANS BUILDING | MOORESVILLE | IN | 46258,IU HEALTH PHYSICIANS BUILDING,MOORESVILLE,IN,46258,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
JAMES H QUILLEN VA MED CENTER SIDNEY STREET | JOHNSON CITY | TN | 37684,JAMES H QUILLEN VA MED CENTER SIDNEY STREET,JOHNSON CITY,TN,37684,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
JAMES H QUILLEN VAMC | MOUNTAIN HOME | TN | 37684,JAMES H QUILLEN VAMC,MOUNTAIN HOME,TN,37684,2,2,Census_Geocoder_Second_Pass,unmatched,0,,,,,
JAMES H QUILLEN/VAMC | JOHNSON CITY | TN | 37684,JAMES H QUILLEN/VAMC,JOHNSON CITY,TN,37684,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
JAMES H QUILLIN VAMC (621-119) | MT HOME | TN | 37684,JAMES H QUILLIN VAMC (621-119),MT HOME,TN,37684,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
KLARAS CHILDREN'S CENTER ECI | WACO | TX | 76703,KLARAS CHILDREN'S CENTER ECI,WACO,TX,76703,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
LAHEY CLINIC | BURLINGTON | MA | 01805,LAHEY CLINIC,BURLINGTON,MA,01805,9,2,Census_Geocoder_Second_Pass,unmatched,0,,,,,
LAHEY CLINIC INC | BURLINGTON | MA | 01805,LAHEY CLINIC INC,BURLINGTON,MA,01805,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
LAHEY CLINIC MEDICAL CTR | BURLINGTON | MA | 01805,LAHEY CLINIC MEDICAL CTR,BURLINGTON,MA,01805,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
LAMONT & SIDNEY STS | MOUNTAIN HOME | TN | 37684,LAMONT & SIDNEY STS,MOUNTAIN HOME,TN,37684,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
MADIGAN HEALTHCARE SYSTEM | TACOMA | WA | 98431,MADIGAN HEALTHCARE SYSTEM,TACOMA,WA,98431,2,2,Census_Geocoder_Second_Pass,unmatched,0,,,,,
MARQUETTE CLINIC FOR WOMEN AND CHILDREN | MILWAUKEE | WI | 53201,MARQUETTE CLINIC FOR WOMEN AND CHILDREN,MILWAUKEE,WI,53201,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
MASON EYE INSTITUTE UNIVERSITY OF MISSOURI | COLUMBIA | MO | 65212,MASON EYE INSTITUTE UNIVERSITY OF MISSOURI,COLUMBIA,MO,65212,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
MCGUIRE VAMC | RICHMOND | VA | 23249,MCGUIRE VAMC,RICHMOND,VA,23249,2,2,Census_Geocoder_Second_Pass,unmatched,0,,,,,
MEDCENTER ONE PHARMACY | BISMARCK | ND | 58506,MEDCENTER ONE PHARMACY,BISMARCK,ND,58506,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
MEMORIAL MEDICAL CTR | SPRINGFIELD | IL | 62781,MEMORIAL MEDICAL CTR,SPRINGFIELD,IL,62781,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
MG886A4 DTHC CORRIDOR # 8 | WASHINGTON | DC | 20310,MG886A4 DTHC CORRIDOR # 8,WASHINGTON,DC,20310,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
MOUNTAIN HOME V A | MOUNTAIN HOME | TN | 37684,MOUNTAIN HOME V A,MOUNTAIN HOME,TN,37684,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
MSC09 5350 | ALBUQUERQUE | NM | 87131,MSC09 5350,ALBUQUERQUE,NM,87131,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
N2198 UNC HOSPITALS CB 7010 | CHAPEL HILL | NC | 27699,N2198 UNC HOSPITALS CB 7010,CHAPEL HILL,NC,27699,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
NAVY SUICIDE PREVENTION OPNAV N171 | MILLINGTON | TN | 38055,NAVY SUICIDE PREVENTION OPNAV N171,MILLINGTON,TN,38055,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
NHRC CODE 25 | SAN DIEGO | CA | 92186,NHRC CODE 25,SAN DIEGO,CA,92186,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
NMRTU IWAKUNI | FPO | CA | 96310,NMRTU IWAKUNI,FPO,CA,96310,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
NUCLEAR MEDICINE | NEWARK | DE | 19718,NUCLEAR MEDICINE,NEWARK,DE,19718,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
OF PATHOLOGY AND LABORATORY MEDICINE | MEMPHIS | TN | 38163,OF PATHOLOGY AND LABORATORY MEDICINE,MEMPHIS,TN,38163,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
ON LOK SENIOR HEALTH - INSTITUTE ON AGING | SAN FRANCISCO | CA | 94155,ON LOK SENIOR HEALTH - INSTITUTE ON AGING,SAN FRANCISCO,CA,94155,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
ONE AYERS CIRCLE | PORTSMOUTH | NH | 03804,ONE AYERS CIRCLE,PORTSMOUTH,NH,03804,2,2,Census_Geocoder_Second_Pass,unmatched,0,,,,,
ONE AYERS CIRCLE BLDG H1 | PORTSMOUTH | NH | 03804,ONE AYERS CIRCLE BLDG H1,PORTSMOUTH,NH,03804,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
PEDIATRIC EXTENDED CARE CLINIC | TACOMA | WA | 98431,PEDIATRIC EXTENDED CARE CLINIC,TACOMA,WA,98431,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
PEDIATRIX MEDICAL GROUP | FT LAUDERDALE | FL | 33318,PEDIATRIX MEDICAL GROUP,FT LAUDERDALE,FL,33318,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
PENTAGON | ARLINGTON | VA | 20330,PENTAGON,ARLINGTON,VA,20330,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
