request_id,street_1_norm,street_2_norm,city_norm,state_norm,zip_norm,provider_count,geocoding_source,geocoding_status,geocoding_match_count,geocoded_matched_address,provider_latitude,provider_longitude,geocoded_tiger_line_id,geocoded_side
1,# L-3539,,COLUMBUS,OH,43260,1,Census_Geocoder,unmatched,0,,,,,
4,000 UNIVERSITY DRIVE C,132 Y-A,PITTSBURGH,PA,15240,1,Census_Geocoder,unmatched,0,,,,,
5,0610 TERRAPIN TRAIL,UNIVERSITY OF MARYLAND,COLLEGE PARK,MD,20741,1,Census_Geocoder,unmatched,0,,,,,
6,1 AMERICAN SQ,SUITE 185,INDIANAPOLIS,IN,46282,1,Census_Geocoder,unmatched,0,,,,,
7,1 AMERICAN SQ STE 185,,INDIANAPOLIS,IN,46282,1,Census_Geocoder,unmatched,0,,,,,
8,1 AYERS CIRCLE,BLDG H-1 NAVAL BRANCH HEALTH CLINIC,PORTSMOUTH,NH,03804,1,Census_Geocoder,unmatched,0,,,,,
9,1 AYRES CIRCLE,NAVAL BRANCH HEALTH CLINIC BUILDING H-1,PORTSMOUTH,NH,03804,1,Census_Geocoder,unmatched,0,,,,,
10,1 ELIZABETH PL,4TH FLOOR,DAYTON,OH,45408,1,Census_Geocoder,unmatched,0,,,,,
11,1 ELIZABETH PL,SUITE 190,DAYTON,OH,45408,1,Census_Geocoder,unmatched,0,,,,,
12,1 ELIZABETH PLACE,SUITE 300,DAYTON,OH,45408,1,Census_Geocoder,unmatched,0,,,,,
13,1 ELIZABETH PLACE,WEST PAVILION 1ST FLOOR SUITE C,DAYTON,OH,45408,1,Census_Geocoder,unmatched,0,,,,,
14,1 FLETCHER DR,PHARMACY SHCC UNIVERSITY OF FLORIDA,GAINESVILLE,FL,32611,1,Census_Geocoder,unmatched,0,,,,,
15,1 FLETCHER DR,SHCC,GAINESVILLE,FL,32611,2,Census_Geocoder,unmatched,0,,,,,
16,1 FLETCHER DR,STUDENT HEALTH CARE CENTER,GAINESVILLE,FL,32611,2,Census_Geocoder,unmatched,0,,,,,
17,1 FLETCHER DR,UNIVERSITY OF FLORIDA,GAINESVILLE,FL,32611,1,Census_Geocoder,unmatched,0,,,,,
18,1 FLETCHER DR,,GAINESVILLE,FL,32611,3,Census_Geocoder,unmatched,0,,,,,
19,1 FLETCHER DRIVE,SHCC,GAINESVILLE,FL,32611,1,Census_Geocoder,unmatched,0,,,,,
20,1 FLETCHER DRIVE,SHCC RM 245,GAINESVILLE,FL,32611,1,Census_Geocoder,unmatched,0,,,,,
21,1 FLETCHER DRIVE,UF INFIRMARY,GAINESVILLE,FL,32611,1,Census_Geocoder,unmatched,0,,,,,
22,1 FLETCHER DRIVE,UNIVERSITY OF FLORIDA SHCC,GAINESVILLE,FL,32611,1,Census_Geocoder,unmatched,0,,,,,
23,1 FLETCHER DRIVE,,GAINESVILLE,FL,32611,3,Census_Geocoder,unmatched,0,,,,,
24,1 GENERAL ST,,LAWRENCE,MA,01842,1,Census_Geocoder,matched,1,"1 GENERAL ST, LAWRENCE, MA, 01841",42.709078092267,-71.147974288491,86689874,R
25,1 HANSON PL,SUITE 401,BROOKLYN,NY,11243,1,Census_Geocoder,matched,1,"1 HANSON PL, BROOKLYN, NY, 11243",40.685143182338,-73.977831385389,59077659,L
26,1 HANSON PL,SUITE 711,BROOKLYN,NY,11243,1,Census_Geocoder,matched,1,"1 HANSON PL, BROOKLYN, NY, 11243",40.685143182338,-73.977831385389,59077659,L
27,1 HANSON PL STE 710,,BROOKLYN,NY,11243,1,Census_Geocoder,matched,1,"1 HANSON PL, BROOKLYN, NY, 11243",40.685143182338,-73.977831385389,59077659,L
28,1 HOSPITAL DR,,COLUMBIA,MO,65212,24,Census_Geocoder,unmatched,0,,,,,
29,1 HOSPITAL DRIVE,,COLUMBIA,MO,65212,2,Census_Geocoder,unmatched,0,,,,,
30,1 MED CENTER DR,,MORGANTOWN,WV,26507,1,Census_Geocoder,matched,1,"1 MEDICAL CENTER DR, MORGANTOWN, WV, 26506",39.652235753648,-79.959761392189,50775879,L
31,1 MEDICAL CENTER BLVD,,WINSTON SALEM,NC,27157,4,Census_Geocoder,matched,1,"1 MEDICAL CENTER BLVD, WINSTON SALEM, NC, 27103",36.090221391169,-80.271414776911,84648263,L
32,1 MEDICAL CENTER DR,ANESTHESIOLOGY,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
33,1 MEDICAL CENTER DR,CARDIAC ELECTROPHYSIOLOGY,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
34,1 MEDICAL CENTER DR,DARTMOUTH HITCHCOCK - ANESTHESIA,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
35,1 MEDICAL CENTER DR,DARTMOUTH HITCHCOCK - OTOLARYNGOLOGY,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
36,1 MEDICAL CENTER DR,DARTMOUTH HITCHCOCK - RADIOLOGY,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
37,1 MEDICAL CENTER DR,DARTMOUTH-HITCHCOCK CLINIC,LEBANON,NH,03756,2,Census_Geocoder,unmatched,0,,,,,
38,1 MEDICAL CENTER DR,DARTMOUTH-HITCHCOCK MEDICAL CENTER,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
39,1 MEDICAL CENTER DR,DEPARTMENT OF RADIOLOGY,LEBANON,NH,03756,3,Census_Geocoder,unmatched,0,,,,,
40,1 MEDICAL CENTER DR,DEPT OF ANESTH DHMC,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
41,1 MEDICAL CENTER DR,DEPT OF PEDIATRIC ENDOCRINOLOGY,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
42,1 MEDICAL CENTER DR,DH - RADIOLOGY,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
43,1 MEDICAL CENTER DR,DHMC,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
44,1 MEDICAL CENTER DR,DHMC - DEPARTMENT OF VASCULAR SURGERY,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
45,1 MEDICAL CENTER DR,DHMC - DEPT OF NEUROLOGY,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
46,1 MEDICAL CENTER DR,DHMC - OCCUPATIONAL MEDICINE,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
47,1 MEDICAL CENTER DR,DHMC - OPHTHALMOLOGY,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
48,1 MEDICAL CENTER DR,DHMC - ORTHOPAEDICS,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
49,1 MEDICAL CENTER DR,DHMC - SECTION OF UROLOGY,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
50,1 MEDICAL CENTER DR,DHMC - UROLOGY,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
51,1 MEDICAL CENTER DR,DHMC CARDIOLOGY,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
52,1 MEDICAL CENTER DR,DHMC CLINIC 5 L OB-GYN,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
53,1 MEDICAL CENTER DR,DHMC CNM SERVICE,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
54,1 MEDICAL CENTER DR,DHMC DEPARTMENT OF ANESTHESIA,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
55,1 MEDICAL CENTER DR,DHMC DEPARTMENT OF ANESTHESIA PALLIATIVE CARE,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
56,1 MEDICAL CENTER DR,DHMC DEPARTMENT OF ANESTHESIOLOGY,LEBANON,NH,03756,2,Census_Geocoder,unmatched,0,,,,,
57,1 MEDICAL CENTER DR,DHMC DEPARTMENT OF CARDIOLOGY,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
58,1 MEDICAL CENTER DR,DHMC DEPARTMENT OF MEDICINE,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
59,1 MEDICAL CENTER DR,DHMC DEPARTMENT OF NEONATOLOGY,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
60,1 MEDICAL CENTER DR,DHMC DEPARTMENT OF PAIN MEDICINE,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
61,1 MEDICAL CENTER DR,DHMC DEPARTMENT OF PATHOLOGY,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
62,1 MEDICAL CENTER DR,DHMC DEPARTMENT OF RHEUMATOLOGY,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
63,1 MEDICAL CENTER DR,DHMC DEPT OF OPHTHALMOLOGY,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
64,1 MEDICAL CENTER DR,DHMC DEPT OF ORTHOPAEDICS,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
65,1 MEDICAL CENTER DR,DHMC DIVISION OF GASTROENTEROLOGY,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
66,1 MEDICAL CENTER DR,DHMC ORTHOPAEDICS,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
67,1 MEDICAL CENTER DR,DHMC- DEPARTMENT OF NEUROLOGY,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
68,1 MEDICAL CENTER DR,DHMC--DEPT OF PEDIATRICS,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
69,1 MEDICAL CENTER DR,GENERAL INTERNAL MEDICINE,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
70,1 MEDICAL CENTER DR,PEDIATRICS DEPT,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
71,1 MEDICAL CENTER DR,PLASTIC & RECONSTRUCTIVE SURGERY,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
72,1 MEDICAL CENTER DR,SECTION OF HOSPITAL MEDICINE,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
73,1 MEDICAL CENTER DR,SECTION OF UROLOGY,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
74,1 MEDICAL CENTER DR,SLEEP DISORDERS CENTER,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
75,1 MEDICAL CENTER DR,,LEBANON,NH,03756,48,Census_Geocoder,unmatched,0,,,,,
76,1 MEDICAL CENTER DR,,WINSTON SALEM,NC,27157,1,Census_Geocoder,matched,1,"1 MEDICAL CENTER BLVD, WINSTON SALEM, NC, 27103",36.090221391169,-80.271414776911,84648263,L
77,1 MEDICAL CENTER DR # 1000,,LEBANON,NH,03756,1,Census_Geocoder,unmatched,0,,,,,
78,1 MEDICAL DR,,LEBANON,NH,03756,3,Census_Geocoder,unmatched,0,,,,,
79,1 PARK ST,,NEW HAVEN,CT,06504,2,Census_Geocoder,matched,2,"1 PARK ST, NEW HAVEN, CT, 06513",41.325079791165,-72.858684631646,3745262,L
80,1 PARK ST,,NEW HAVEN,CT,06520,1,Census_Geocoder,matched,2,"1 PARK ST, NEW HAVEN, CT, 06513",41.325079791165,-72.858684631646,3745262,L
81,1 ROBERT WOOD JOHNSON PL,MEB 104,NEW BRUNSWICK,NJ,08903,1,Census_Geocoder,unmatched,0,,,,,
82,1 RODGERS DR,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,26507,1,Census_Geocoder,matched,1,"1 ROGERS AVE, MORGANTOWN, WV, 26505",39.623787359524,-79.945900496761,50764065,L
83,1 SOUTH MAIN C/O GENESIS COUNSELING SERVICES,,JANESVILLE,WI,53547,1,Census_Geocoder,unmatched,0,,,,,
84,1 STADIUM DRIVE,,MORGANTOWN,WV,26507,1,Census_Geocoder,matched,1,"1 STADIUM DR, MORGANTOWN, WV, 26506",39.652235753648,-79.959761392189,50775879,L
85,1 UNIVERSITY OF NEW MEXICO,1201 CAMINO DE SALUD,ALBUQUERQUE,NM,87131,1,Census_Geocoder,unmatched,0,,,,,
86,1 UNIVERSITY OF NEW MEXICO,MSC 10-5550,ALBUQUERQUE,NM,87131,2,Census_Geocoder,unmatched,0,,,,,
87,1 UNIVERSITY OF NEW MEXICO,MSC 10-5610,ALBUQUERQUE,NM,87131,1,Census_Geocoder,unmatched,0,,,,,
88,1 UNIVERSITY OF NEW MEXICO,MSC06 3870,ALBUQUERQUE,NM,87131,1,Census_Geocoder,unmatched,0,,,,,
89,1 UNIVERSITY OF NEW MEXICO,MSC10 5530,ALBUQUERQUE,NM,87131,1,Census_Geocoder,unmatched,0,,,,,
90,1 UNIVERSITY OF NEW MEXICO,MSC10 5590,ALBUQUERQUE,NM,87131,1,Census_Geocoder,unmatched,0,,,,,
91,1 UNIVERSITY OF NEW MEXICO,MSC10 5590 DEPARTMENT OF PEDIATRICS/NEONATOLOGY,ALBUQUERQUE,NM,87131,1,Census_Geocoder,unmatched,0,,,,,
92,1 UNIVERSITY OF NEW MEXICO,MSC11 6145,ALBUQUERQUE,NM,87131,1,Census_Geocoder,unmatched,0,,,,,
93,1 UNIVERSITY OF NEW MEXICO,,ALBUQUERQUE,NM,87131,1,Census_Geocoder,unmatched,0,,,,,
94,1 UNIVERSITY OF NEW MEXICO DEPT OF,MSC10-5610,ALBUQUERQUE,NM,87131,1,Census_Geocoder,unmatched,0,,,,,
95,1 VETERANS DR,,PARAMUS,NJ,07653,1,Census_Geocoder,matched,1,"1 VETERANS WAY, PARAMUS, NJ, 07652",40.959007450728,-74.063408958285,657056932,R
96,1 W BOYLSTON ST,3RD FLOOR,BOSTON,MA,02241,1,Census_Geocoder,matched,2,"1 BOYLSTON ST, BOSTON, MA, 02116",42.352444314494,-71.062663183573,657546330,R
97,1 WAHOO AVE,,GROTON,CT,06349,3,Census_Geocoder,matched,1,"1 WAHOO AVE, GROTON, CT, 06340",41.400300497799,-72.086884418241,56857986,R
99,10 B FLORIDA PARK DRIVE,,PALM COAST,FL,32135,1,Census_Geocoder,matched,1,"10 FLORIDA PARK DR, PALM COAST, FL, 32137",29.559539546768,-81.208259578813,610650868,L
100,10 TALCOTT NOTCH,,FARMINGTON,CT,06030,4,Census_Geocoder,matched,1,"10 TALCOTT NOTCH RD, FARMINGTON, CT, 06032",41.73929976862,-72.792842351817,3512960,R
101,10 UNION SQUARE EAST,,HARTFORD,CT,06150,1,Census_Geocoder,matched,1,"10 UNION PL, HARTFORD, CT, 06103",41.769639940876,-72.681196784685,3494744,R
102,10 UNION SQUARE EAST,,NEW YORK,NY,10087,1,Census_Geocoder,matched,1,"10 UNION SQ E, NEW YORK, NY, 10003",40.735507996972,-73.989716204347,59653677,R
103,100 AIRPORT RD,,KINSTON,NC,28503,2,Census_Geocoder,matched,1,"100 AIRPORT RD, KINSTON, NC, 28501",35.290132006507,-77.580500725611,13883667,L
104,100 BREWSTER BLVD,NAVAL HOSPITAL,CAMP LEJEUNE,NC,28548,1,Census_Geocoder,unmatched,0,,,,,
105,100 DEAN KEETON STREET,PHYSICAL THERAPY DEPARTMENT,AUSTIN,TX,78713,1,Census_Geocoder,matched,2,"100 E DEAN KEETON ST, AUSTIN, TX, 78712",30.289609283962,-97.737917431494,63945699,L
106,100 EAST 77TH STREET,,NEW YORK,NY,10087,2,Census_Geocoder,matched,1,"100 E 77TH ST, NEW YORK, NY, 10075",40.774242911409,-73.96144674649,59657370,R
107,100 GRAND ST,,NEW BRITAIN,CT,06050,2,Census_Geocoder,matched,1,"100 GRAND ST, NEW BRITAIN, CT, 06052",41.662056596451,-72.785389397826,3510799,L
108,100 GRAND ST,,NEW BRITAN,CT,06050,1,Census_Geocoder,matched,1,"100 GRAND ST, NEW BRITAIN, CT, 06052",41.662056596451,-72.785389397826,3510799,L
109,100 GRAND STREET,HOSPITAL OF CENTRAL CONNECTICUT,NEW BRITAIN,CT,06050,1,Census_Geocoder,matched,1,"100 GRAND ST, NEW BRITAIN, CT, 06052",41.662056596451,-72.785389397826,3510799,L
110,100 GRAND STREET,HOSPITALIST GROUP,NEW BRITAIN,CT,06050,1,Census_Geocoder,matched,1,"100 GRAND ST, NEW BRITAIN, CT, 06052",41.662056596451,-72.785389397826,3510799,L
111,100 GRAND STREET,PHYSICIAN RELATIONS,NEW BRITAIN,CT,06050,1,Census_Geocoder,matched,1,"100 GRAND ST, NEW BRITAIN, CT, 06052",41.662056596451,-72.785389397826,3510799,L
112,100 GRAND STREET DEPT OF PEDIATRICS,HOSPITAL OF CENTRAL CONNECTICUT-NEW BRITAIN,NEW BRITAIN,CT,06050,1,Census_Geocoder,matched,1,"100 GRAND ST, NEW BRITAIN, CT, 06052",41.662056596451,-72.785389397826,3510799,L
113,100 HICKORY STREET,,GREENVILLE,NC,27585,1,Census_Geocoder,matched,1,"100 HICKORY ST, GREENVILLE, NC, 27858",35.610306041422,-77.347789946762,645911776,R
114,100 MADISON AVE,,MORRISTOWN,NJ,07962,1,Census_Geocoder,unmatched,0,,,,,
115,100 PAGE RD,OCCUPATIONAL MEDICINE SQUADRON,ROBINS AIR FORCE BASE,GA,30098,1,Census_Geocoder,unmatched,0,,,,,
116,100 S BROAD ST,SUITE 1309,PHILADELPHIA,PA,19110,1,Census_Geocoder,matched,1,"100 S BROAD ST, PHILADELPHIA, PA, 19110",39.950827560847,-75.164096980095,131407698,R
117,100 S BROAD ST STE 2230,,PHILADELPHIA,PA,19110,1,Census_Geocoder,matched,1,"100 S BROAD ST, PHILADELPHIA, PA, 19110",39.950827560847,-75.164096980095,131407698,R
118,100 SMITH ST,STEGEMAN COLISUEM,ATHENS,GA,30603,1,Census_Geocoder,matched,2,"100 SMITH ST, ATHENS, GA, 30602",33.944419951206,-83.380090495213,4803251,L
119,100 SMITH ST,,ATHENS,GA,30603,1,Census_Geocoder,matched,2,"100 SMITH ST, ATHENS, GA, 30602",33.944419951206,-83.380090495213,4803251,L
120,100 SMITH STREET,UGA SPORTS MEDICINE DEPARTMENT,ATHENS,GA,30603,1,Census_Geocoder,matched,2,"100 SMITH ST, ATHENS, GA, 30602",33.944419951206,-83.380090495213,4803251,L
121,100 TER HEUN DR,,FALMOUTH,MA,02541,1,Census_Geocoder,matched,1,"100 TER HEUN DR, FALMOUTH, MA, 02540",41.565634881235,-70.623035918887,657289048,L
122,100 TILBURY DR,,KEARNY,AZ,85237,2,Census_Geocoder,unmatched,0,,,,,
123,100 W CALIFORNIA BLVD,DEPARTMENT OF EMERGENCY MEDICINE,PASADENA,CA,91109,1,Census_Geocoder,matched,1,"100 W CALIFORNIA BLVD, PASADENA, CA, 91105",34.135704833991,-118.15403359909,141629633,L
124,100 W WALNUT ST STE 375,,PASADENA,CA,91124,1,Census_Geocoder,matched,1,"100 W WALNUT ST, PASADENA, CA, 91124",34.149594082413,-118.152026883607,640415996,L
125,1000,,NOWHERE,CA,94016,1,Census_Geocoder,unmatched,0,,,,,
126,1000 E MOUNTAIN BLVD,DEPT OF ANESTHESIA,WILKES BARRE,PA,18711,3,Census_Geocoder,matched,1,"1000 E MOUNTAIN DR, WILKES BARRE, PA, 18702",41.256885381421,-75.811713320281,604525535,L
127,1000 E MOUNTAIN BLVD,DEPT OF EMERGENCY MEDICINE,WILKES BARRE,PA,18711,3,Census_Geocoder,matched,1,"1000 E MOUNTAIN DR, WILKES BARRE, PA, 18702",41.256885381421,-75.811713320281,604525535,L
128,1000 E MOUNTAIN BLVD,DEPT OF RADIOLOGY,WILKES BARRE,PA,18711,2,Census_Geocoder,matched,1,"1000 E MOUNTAIN DR, WILKES BARRE, PA, 18702",41.256885381421,-75.811713320281,604525535,L
129,1000 E MOUNTAIN BLVD,,WILKES BARRE,PA,18711,36,Census_Geocoder,matched,1,"1000 E MOUNTAIN DR, WILKES BARRE, PA, 18702",41.256885381421,-75.811713320281,604525535,L
130,1000 E MOUNTAIN DR,MC 37-31,WILKES BARRE,PA,18711,1,Census_Geocoder,matched,1,"1000 E MOUNTAIN DR, WILKES BARRE, PA, 18702",41.256885381421,-75.811713320281,604525535,L
131,1000 E MOUNTAIN DR,,WILKES BARRE,PA,18711,5,Census_Geocoder,matched,1,"1000 E MOUNTAIN DR, WILKES BARRE, PA, 18702",41.256885381421,-75.811713320281,604525535,L
132,1000 E MOUNTAIN DRIVE,,WILKESBARRE,PA,18711,1,Census_Geocoder,matched,1,"1000 E MOUNTAIN DR, WILKES BARRE, PA, 18702",41.256885381421,-75.811713320281,604525535,L
133,1000 E UNIVERSITY AVE,DEPARTMENT 3414,LARAMIE,WY,82071,1,Census_Geocoder,unmatched,0,,,,,
134,1000 E UNIVERSITY AVE,DEPT 3068,LARAMIE,WY,82071,1,Census_Geocoder,unmatched,0,,,,,
135,1000 E UNIVERSITY AVE,DEPT 3375,LARAMIE,WY,82071,1,Census_Geocoder,unmatched,0,,,,,
136,1000 E UNIVERSITY AVE,UNIVERSITY OF WYOMING STUDENT HEALTH SER DEPT 3068,LARAMIE,WY,82071,1,Census_Geocoder,unmatched,0,,,,,
137,1000 E UNIVERSITY AVE,,LARAMIE,WY,82071,3,Census_Geocoder,unmatched,0,,,,,
138,1000 E UNIVERSITY AVE # 3068,,LARAMIE,WY,82071,1,Census_Geocoder,unmatched,0,,,,,
139,1000 E UNIVERSITY AVE DEPT 3195,KNIGHT HALL 222,LARAMIE,WY,82071,1,Census_Geocoder,unmatched,0,,,,,
140,1000 EAST MOUNTAIN BLVD,,WILKES BARRE,PA,18711,3,Census_Geocoder,matched,1,"1000 E MOUNTAIN DR, WILKES BARRE, PA, 18702",41.256885381421,-75.811713320281,604525535,L
141,1000 EAST MOUNTAIN BLVD,,WILKES-BARRE,PA,18711,2,Census_Geocoder,matched,1,"1000 E MOUNTAIN DR, WILKES BARRE, PA, 18702",41.256885381421,-75.811713320281,604525535,L
142,1000 MEDICAL CENTER ROAD,,MAMERS,NC,27552,1,Census_Geocoder,unmatched,0,,,,,
143,1000 N VILLAGE AVENUE,,ROCKVILLE CENTRE,NY,11571,6,Census_Geocoder,unmatched,0,,,,,
144,1000 S COLUMBIA RD,,GRAND FORKS,ND,58206,1,Census_Geocoder,matched,1,"1000 S COLUMBIA RD, GRAND FORKS, ND, 58201",47.912065391523,-97.066517349833,171276088,R
145,1000 S FREMONT AVE,EASTERN LOS ANGELES REGIONAL CENTER,ALHAMBRA,CA,91802,1,Census_Geocoder,matched,1,"1000 S FREMONT AVE, ALHAMBRA, CA, 91803",34.082672646631,-118.151837205212,141635573,L
146,1000 SOUTH COLUMBIA ROAD,,GRAND FORKS,ND,58206,2,Census_Geocoder,matched,1,"1000 S COLUMBIA RD, GRAND FORKS, ND, 58201",47.912065391523,-97.066517349833,171276088,R
147,1000 SPRING GARDEN STREET,ANNA GOVE STUDENT HEALTH CENTER,GREENSBORO,NC,27402,1,Census_Geocoder,matched,1,"1000 SPRING GARDEN ST, GREENSBORO, NC, 27412",36.0665587442,-79.805603316727,641627526,R
148,1000 TRENT DR,,DURHAM,NC,27710,2,Census_Geocoder,unmatched,0,,,,,
149,1000 TRENT DRIVE,,DURHAM,NC,27710,2,Census_Geocoder,unmatched,0,,,,,
150,1000 W COLLEGE AVENUE,WNMU ATHLETIC DEPARTMENT,SILVER CITY,NM,88062,1,Census_Geocoder,matched,1,"1000 W COLLEGE AVE, SILVER CITY, NM, 88061",32.775294675662,-108.28374857206,192654243,R
151,10000 BAY PINES BLVD,,BAY PINES,FL,33504,1,Census_Geocoder,matched,1,"10000 BAY PINES BLVD, BAY PINES, FL, 33744",27.813638027827,-82.767959267566,647912015,L
152,1001 S GEORGE ST,,YORK,PA,17405,1,Census_Geocoder,matched,1,"1001 S GEORGE ST, YORK, PA, 17403",39.946642407363,-76.720372343425,637976687,L
153,1001 YALE BLVD NE,,ALBUQUERQUE,NM,87131,1,Census_Geocoder,matched,1,"1001 YALE BLVD NE, ALBUQUERQUE, NM, 87106",35.091945186899,-106.621179228573,637704980,L
154,1003 WILLOW CREEK RD,,PRESCOTT,AZ,86304,1,Census_Geocoder,matched,1,"1003 WILLOW CREEK RD, PRESCOTT, AZ, 86301",34.558351052266,-112.482004743201,657580284,R
155,1005 W H SMITH BLVD,,GREENVILLE,NC,27835,1,Census_Geocoder,matched,1,"1005 W H SMITH BLVD, GREENVILLE, NC, 27834",35.599986402962,-77.402957933024,80044843,R
156,1007 LINCOLNWAY,,LA PORTE,IN,46352,1,Census_Geocoder,matched,1,"1007 LINCOLNWAY, LA PORTE, IN, 46350",41.609636971235,-86.724413236785,637813476,L
157,1007 LINCOLNWAY,,LAPORTE,IN,46352,1,Census_Geocoder,matched,1,"1007 LINCOLNWAY, LAPORTE, IN, 46350",41.609636971235,-86.724413236785,637813476,L
158,101 N COLLEGE STREET,,KILLEEN,TX,76540,1,Census_Geocoder,matched,1,"101 N COLLEGE ST, KILLEEN, TX, 76541",31.119337958203,-97.733239818277,146191193,L
159,101 S NEWELL DRIVE,UNIVERSITY OF FLORIDA,GAINESVILLE,FL,32611,1,Census_Geocoder,unmatched,0,,,,,
160,101 S NEWELL DRIVE,,GAINESVILLE,FL,32611,4,Census_Geocoder,unmatched,0,,,,,
161,101 WEST KIRKWOOD AVE,FOUNTAIN SQUARE SUITE 218,BLOOMINGTON,IN,47402,1,Census_Geocoder,matched,1,"101 W KIRKWOOD AVE, BLOOMINGTON, IN, 47404",39.166524975131,-86.533686038044,42322587,L
162,1014 MADISON ST,,JEFFERSON CITY,MO,65102,1,Census_Geocoder,matched,1,"1014 MADISON ST, JEFFERSON CITY, MO, 65101",38.569364515102,-92.179009855207,606629727,L
163,1016 BUCHANAN ST SE,,WASHINGTON,DC,20374,1,Census_Geocoder,matched,2,"1016 BUCHANAN ST NW, WASHINGTON, DC, 20011",38.946066908745,-77.026830293039,76243581,L
164,1016 N SUPERIOR ST,FRANCIS HOUSE,SPOKANE,WA,99220,1,Census_Geocoder,matched,1,"1016 N SUPERIOR ST, SPOKANE, WA, 99202",47.666567679179,-117.393151372266,189878764,R
165,1020 HITT ST,,COLUMBIA,MO,65212,3,Census_Geocoder,matched,1,"1020 HITT ST, COLUMBIA, MO, 65212",38.93874200298,-92.325307957094,639435568,L
166,1020 HITT STREET,,COLUMBIA,MO,65212,1,Census_Geocoder,matched,1,"1020 HITT ST, COLUMBIA, MO, 65212",38.93874200298,-92.325307957094,639435568,L
167,1030 E COUNTY LINE ROAD SUITE B-2,,INDIANAPOLIS,IN,46277,1,Census_Geocoder,matched,1,"1030 E COUNTY LINE RD, INDIANAPOLIS, IN, 46227",39.63538032226,-86.140476651252,657002938,L
168,10333 EL CAMINO REAL,DEPARTMENT OF STATE HOSPITALS - ATASCADERO,ATASCADERO,CA,93423,1,Census_Geocoder,matched,1,"10333 EL CAMINO REAL, ATASCADERO, CA, 93422",35.460901499029,-120.64420699148,109796674,R
169,10333 EL CAMINO REAL,,ATASCADERO,CA,93423,2,Census_Geocoder,matched,1,"10333 EL CAMINO REAL, ATASCADERO, CA, 93422",35.460901499029,-120.64420699148,109796674,R
170,1035 NIDER BLVD,STE 100,NORFOLK,VA,23521,1,Census_Geocoder,unmatched,0,,,,,
171,1035 NIDER BLVD,SUITE 100,NORFOLK,VA,23521,3,Census_Geocoder,unmatched,0,,,,,
172,1035 NIDER BLVD,,NORFOLK,VA,23521,5,Census_Geocoder,unmatched,0,,,,,
173,1040 DELAWARE AVE,,MARION,OH,43301,1,Census_Geocoder,matched,1,"1040 DELAWARE AVE, MARION, OH, 43302",40.57024938395,-83.122533219314,12713155,R
174,1040 DELAWARE AVENEUE,,MARION,OH,43301,2,Census_Geocoder,unmatched,0,,,,,
