STATE_CLEAN,ZIP_CLEAN,provider_count,individual_provider_count,organization_provider_count,unique_specialty_count,providers_with_specialty,specialty_diversity_ratio,state_provider_count,zip_provider_share_of_state,individual_provider_ratio,organization_provider_ratio,population,providers_per_10000,individual_providers_per_10000,organization_providers_per_10000
NC,28056,9,8,1,6,9,0.6666666666666666,10488,0.000858123569794,0.8888888888888888,0.1111111111111111,35963.0,2.502572087979312,2.2245085226482773,0.27806356533103466
NC,28071,1,0,1,1,1,1.0,10488,9.534706331045004e-05,0.0,1.0,3056.0,3.2722513089005236,0.0,3.2722513089005236
NC,28073,1,0,1,1,1,1.0,10488,9.534706331045004e-05,0.0,1.0,6246.0,1.6010246557796988,0.0,1.6010246557796988
NC,28075,9,8,1,7,9,0.7777777777777778,10488,0.000858123569794,0.8888888888888888,0.1111111111111111,21562.0,4.174009832112049,3.710230961877377,0.4637788702346721
NC,28078,53,50,3,33,53,0.6226415094339622,10488,0.0050533943554538,0.9433962264150944,0.0566037735849056,69907.0,7.58150113722517,7.152359563419972,0.42914157380519835
NC,28079,3,3,0,3,3,1.0,10488,0.0002860411899313,1.0,0.0,40820.0,0.7349338559529642,0.7349338559529642,0.0
NC,28081,6,4,2,6,6,1.0,10488,0.0005720823798627,0.6666666666666666,0.3333333333333333,29071.0,2.063912490110419,1.3759416600736127,0.6879708300368064
NC,28083,8,5,3,6,8,0.75,10488,0.0007627765064836,0.625,0.375,28474.0,2.80958067008499,1.7559879188031187,1.0535927512818712
NC,28086,9,5,4,7,9,0.7777777777777778,10488,0.000858123569794,0.5555555555555556,0.4444444444444444,28921.0,3.1119255904014382,1.7288475502230214,1.383078040178417
NC,28088,2,2,0,2,2,1.0,10488,0.0001906941266209,1.0,0.0,2819.0,7.09471443774388,7.09471443774388,0.0
NC,28090,2,1,1,2,2,1.0,10488,0.0001906941266209,0.5,0.5,7422.0,2.6946914578280787,1.3473457289140394,1.3473457289140394
NC,28092,28,20,8,19,28,0.6785714285714286,10488,0.0026697177726926,0.7142857142857143,0.2857142857142857,40224.0,6.961018297533811,4.972155926809865,1.988862370723946
NC,28097,3,2,1,2,3,0.6666666666666666,10488,0.0002860411899313,0.6666666666666666,0.3333333333333333,7976.0,3.761283851554664,2.507522567703109,1.2537612838515546
NC,28101,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,1027.0,9.737098344693282,9.737098344693282,0.0
NC,28103,1,0,1,1,1,1.0,10488,9.534706331045004e-05,0.0,1.0,11058.0,0.9043226623259178,0.0,0.9043226623259178
NC,28104,4,3,1,4,4,1.0,10488,0.0003813882532418,0.75,0.25,36232.0,1.103996467211305,0.8279973504084787,0.27599911680282624
NC,28105,45,40,5,20,45,0.4444444444444444,10488,0.0042906178489702,0.8888888888888888,0.1111111111111111,45922.0,9.799224772440226,8.710422019946867,1.0888027524933583
NC,28110,19,16,3,10,19,0.5263157894736842,10488,0.0018115942028985,0.8421052631578947,0.1578947368421052,55807.0,3.4045908219399,2.867023850054653,0.5375669718852474
NC,28112,36,29,7,21,36,0.5833333333333334,10488,0.0034324942791762,0.8055555555555556,0.1944444444444444,27651.0,13.019420635781707,10.487866623268598,2.5315540125131095
NC,28115,15,12,3,12,15,0.8,10488,0.0014302059496567,0.8,0.2,42862.0,3.4996033782837945,2.7996827026270354,0.6999206756567589
NC,28117,73,63,10,41,73,0.5616438356164384,10488,0.0069603356216628,0.863013698630137,0.136986301369863,48170.0,15.15466057712269,13.07867967614698,2.0759809009757113
NC,28120,4,3,1,4,4,1.0,10488,0.0003813882532418,0.75,0.25,24363.0,1.6418339284981325,1.2313754463735993,0.4104584821245331
NC,28124,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,6169.0,1.6210082671421624,1.6210082671421624,0.0
NC,28134,6,6,0,5,6,0.8333333333333334,10488,0.0005720823798627,1.0,0.0,13121.0,4.572822193430379,4.572822193430379,0.0
NC,28139,13,11,2,8,13,0.6153846153846154,10488,0.0012395118230358,0.8461538461538461,0.1538461538461538,18887.0,6.883041245301,5.824111822947001,1.058929422354
NC,28144,195,172,23,71,195,0.3641025641025641,10488,0.0185926773455377,0.882051282051282,0.1179487179487179,27238.0,71.59115940964828,63.147073940817975,8.44408546883031
NC,28146,3,2,1,3,3,1.0,10488,0.0002860411899313,0.6666666666666666,0.3333333333333333,31757.0,0.9446736152659256,0.6297824101772838,0.3148912050886419
NC,28147,25,20,5,14,25,0.56,10488,0.0023836765827612,0.8,0.2,25189.0,9.924967247608082,7.939973798086466,1.9849934495216166
NC,28150,63,50,13,30,63,0.4761904761904761,10488,0.0060068649885583,0.7936507936507936,0.2063492063492063,26447.0,23.82122736038114,18.905736000302493,4.915491360078648
NC,28152,5,4,1,3,5,0.6,10488,0.0004767353165522,0.8,0.2,27031.0,1.8497280899707744,1.4797824719766195,0.3699456179941549
NC,28159,3,0,3,2,3,0.6666666666666666,10488,0.0002860411899313,0.0,1.0,3181.0,9.430996541967936,0.0,9.430996541967936
NC,28160,6,6,0,5,6,0.8333333333333334,10488,0.0005720823798627,1.0,0.0,3825.0,15.686274509803921,15.686274509803921,0.0
NC,28164,4,1,3,4,4,1.0,10488,0.0003813882532418,0.25,0.75,15991.0,2.501407041460822,0.6253517603652055,1.8760552810956161
NC,28166,2,2,0,2,2,1.0,10488,0.0001906941266209,1.0,0.0,11009.0,1.816695431010991,1.816695431010991,0.0
NC,28170,6,3,3,4,6,0.6666666666666666,10488,0.0005720823798627,0.5,0.5,9595.0,6.253256904637832,3.126628452318916,3.126628452318916
NC,28173,6,5,1,4,6,0.6666666666666666,10488,0.0005720823798627,0.8333333333333334,0.1666666666666666,63503.0,0.9448372517833803,0.7873643764861502,0.15747287529723006
NC,28174,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,9439.0,1.0594342621040365,1.0594342621040365,0.0
NC,28202,43,42,1,6,43,0.1395348837209302,10488,0.0040999237223493,0.9767441860465116,0.0232558139534883,16855.0,25.51171759121922,24.91842183328389,0.5932957579353308
NC,28203,96,91,5,36,96,0.375,10488,0.0091533180778032,0.9479166666666666,0.0520833333333333,18324.0,52.390307793058284,49.6616459288365,2.7286618642217855
NC,28204,179,160,19,50,179,0.2793296089385474,10488,0.0170671243325705,0.8938547486033519,0.106145251396648,9744.0,183.70279146141215,164.20361247947454,19.499178981937604
NC,28205,11,7,4,10,11,0.9090909090909092,10488,0.0010488176964149,0.6363636363636364,0.3636363636363636,51297.0,2.1443749147123614,1.3646022184533209,0.7797726962590404
NC,28207,150,138,12,50,150,0.3333333333333333,10488,0.0143020594965675,0.92,0.08,9709.0,154.49582861262746,142.13616232361724,12.359666289010196
NC,28208,23,15,8,15,23,0.6521739130434783,10488,0.0021929824561403,0.6521739130434783,0.3478260869565217,38948.0,5.905309643627401,3.8512888980178697,2.0540207456095305
NC,28209,25,22,3,16,25,0.64,10488,0.0023836765827612,0.88,0.12,23945.0,10.440593025683858,9.187721862601796,1.252871163082063
NC,28210,89,83,6,41,89,0.4606741573033708,10488,0.00848588863463,0.9325842696629212,0.0674157303370786,47537.0,18.72225845131161,17.460083724256894,1.2621747270547152
NC,28211,107,96,11,49,107,0.4579439252336448,10488,0.0102021357742181,0.897196261682243,0.102803738317757,32637.0,32.78487606091246,29.414468241566322,3.370407819346141
NC,28212,8,6,2,5,8,0.625,10488,0.0007627765064836,0.75,0.25,42628.0,1.876700760063808,1.407525570047856,0.469175190015952
NC,28213,16,12,4,12,16,0.75,10488,0.0015255530129672,0.75,0.25,45676.0,3.5029337069795954,2.6272002802346965,0.8757334267448988
NC,28214,5,5,0,3,5,0.6,10488,0.0004767353165522,1.0,0.0,42197.0,1.1849183591250563,1.1849183591250563,0.0
NC,28215,10,9,1,9,10,0.9,10488,0.0009534706331045,0.9,0.1,65789.0,1.5200109440787972,1.3680098496709177,0.15200109440787973
NC,28216,13,10,3,9,13,0.6923076923076923,10488,0.0012395118230358,0.7692307692307693,0.2307692307692307,54052.0,2.405091393472952,1.8500703026715013,0.5550210908014505
NC,28217,5,4,1,5,5,1.0,10488,0.0004767353165522,0.8,0.2,31909.0,1.5669560312137643,1.2535648249710114,0.31339120624275285
NC,28223,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,4248.0,2.3540489642184554,2.3540489642184554,0.0
NC,28226,39,31,8,22,39,0.5641025641025641,10488,0.0037185354691075,0.7948717948717948,0.2051282051282051,38985.0,10.003847633705272,7.951776324227267,2.0520713094780043
NC,28227,14,13,1,9,14,0.6428571428571429,10488,0.0013348588863463,0.9285714285714286,0.0714285714285714,60162.0,2.3270502975300023,2.1608324191350023,0.16621787839500018
NC,28244,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,0.0,,,
NC,28262,75,68,7,30,75,0.4,10488,0.0071510297482837,0.9066666666666666,0.0933333333333333,45884.0,16.345567082207303,14.819980821201291,1.5255862610060154
NC,28269,21,18,3,11,21,0.5238095238095238,10488,0.0020022883295194,0.8571428571428571,0.1428571428571428,80396.0,2.612070252251356,2.2389173590725906,0.3731528931787651
NC,28270,6,5,1,5,6,0.8333333333333334,10488,0.0005720823798627,0.8333333333333334,0.1666666666666666,32913.0,1.822987877130617,1.5191565642755143,0.30383131285510284
NC,28273,20,13,7,11,20,0.55,10488,0.001906941266209,0.65,0.35,49141.0,4.06992124702387,2.6454488105655156,1.4244724364583543
NC,28277,72,64,8,34,72,0.4722222222222222,10488,0.0068649885583524,0.8888888888888888,0.1111111111111111,72375.0,9.948186528497411,8.842832469775475,1.1053540587219344
NC,28278,4,4,0,4,4,1.0,10488,0.0003813882532418,1.0,0.0,36438.0,1.0977550908392337,1.0977550908392337,0.0
NC,28284,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,,,,
NC,28285,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,,,,
NC,28287,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,,,,
NC,28301,72,64,8,36,72,0.5,10488,0.0068649885583524,0.8888888888888888,0.1111111111111111,16221.0,44.38690586277048,39.45502743357377,4.931878429196721
NC,28303,34,24,10,25,34,0.7352941176470589,10488,0.0032418001525553,0.7058823529411765,0.2941176470588235,30220.0,11.250827266710786,7.941760423560556,3.3090668431502315
NC,28304,246,198,48,65,246,0.2642276422764227,10488,0.0234553775743707,0.8048780487804879,0.1951219512195122,36634.0,67.15073429054976,54.04815198995469,13.102582300595076
NC,28305,16,13,3,13,16,0.8125,10488,0.0015255530129672,0.8125,0.1875,5993.0,26.697814116469214,21.69197396963124,5.005840146837978
NC,28306,3,3,0,3,3,1.0,10488,0.0002860411899313,1.0,0.0,44098.0,0.6803029615855595,0.6803029615855595,0.0
NC,28307,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,14352.0,0.6967670011148271,0.6967670011148271,0.0
NC,28308,4,3,1,4,4,1.0,10488,0.0003813882532418,0.75,0.25,375.0,106.66666666666666,80.0,26.666666666666664
NC,28310,132,132,0,46,132,0.3484848484848485,10488,0.0125858123569794,1.0,0.0,9998.0,132.0264052810562,132.0264052810562,0.0
NC,28311,15,11,4,10,15,0.6666666666666666,10488,0.0014302059496567,0.7333333333333333,0.2666666666666666,35927.0,4.175132908397584,3.061764132824895,1.113368775572689
NC,28312,2,2,0,2,2,1.0,10488,0.0001906941266209,1.0,0.0,19889.0,1.0055809744079642,1.0055809744079642,0.0
NC,28314,13,11,2,12,13,0.9230769230769232,10488,0.0012395118230358,0.8461538461538461,0.1538461538461538,56200.0,2.3131672597864767,1.9572953736654806,0.3558718861209964
NC,28315,8,5,3,7,8,0.875,10488,0.0007627765064836,0.625,0.375,14143.0,5.656508520115958,3.535317825072474,2.1211906950434845
NC,28320,3,1,2,3,3,1.0,10488,0.0002860411899313,0.3333333333333333,0.6666666666666666,7990.0,3.754693366708385,1.2515644555694618,2.5031289111389237
NC,28326,3,2,1,3,3,1.0,10488,0.0002860411899313,0.6666666666666666,0.3333333333333333,25981.0,1.1546899657441978,0.7697933104961318,0.3848966552480659
NC,28327,3,3,0,3,3,1.0,10488,0.0002860411899313,1.0,0.0,18984.0,1.5802781289506955,1.5802781289506955,0.0
NC,28328,24,17,7,19,24,0.7916666666666666,10488,0.0022883295194508,0.7083333333333334,0.2916666666666667,26314.0,9.120620202173749,6.460439309873071,2.6601808923006764
NC,28330,1,0,1,1,1,1.0,10488,9.534706331045004e-05,0.0,1.0,464.0,21.551724137931036,0.0,21.551724137931036
NC,28334,28,17,11,17,28,0.6071428571428571,10488,0.0026697177726926,0.6071428571428571,0.3928571428571428,22393.0,12.503907471084712,7.591658107444291,4.912249363640424
NC,28337,8,7,1,6,8,0.75,10488,0.0007627765064836,0.875,0.125,8747.0,9.145992911855492,8.002743797873556,1.1432491139819365
NC,28339,8,4,4,7,8,0.875,10488,0.0007627765064836,0.5,0.5,6842.0,11.69248757673195,5.846243788365975,5.846243788365975
NC,28340,10,7,3,7,10,0.7,10488,0.0009534706331045,0.7,0.3,9756.0,10.25010250102501,7.175071750717508,3.075030750307503
NC,28341,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,3037.0,3.2927230819888047,3.2927230819888047,0.0
NC,28345,9,6,3,6,9,0.6666666666666666,10488,0.000858123569794,0.6666666666666666,0.3333333333333333,12224.0,7.362565445026179,4.908376963350785,2.4541884816753927
NC,28348,2,2,0,2,2,1.0,10488,0.0001906941266209,1.0,0.0,38921.0,0.5138614115772976,0.5138614115772976,0.0
NC,28349,8,5,3,7,8,0.875,10488,0.0007627765064836,0.625,0.375,3852.0,20.768431983385256,12.980269989615785,7.78816199376947
NC,28351,2,2,0,1,2,0.5,10488,0.0001906941266209,1.0,0.0,4792.0,4.173622704507513,4.173622704507513,0.0
NC,28352,36,27,9,22,36,0.6111111111111112,10488,0.0034324942791762,0.75,0.25,24177.0,14.890184886462341,11.167638664846754,3.7225462216155853
NC,28358,93,71,22,49,93,0.5268817204301075,10488,0.0088672768878718,0.7634408602150538,0.2365591397849462,33745.0,27.55963846495777,21.040154096903244,6.519484368054527
NC,28360,9,7,2,9,9,1.0,10488,0.000858123569794,0.7777777777777778,0.2222222222222222,12735.0,7.067137809187279,5.496662740478995,1.5704750687082842
NC,28364,3,1,2,3,3,1.0,10488,0.0002860411899313,0.3333333333333333,0.6666666666666666,13184.0,2.275485436893204,0.7584951456310679,1.5169902912621358
NC,28365,3,2,1,3,3,1.0,10488,0.0002860411899313,0.6666666666666666,0.3333333333333333,15008.0,1.9989339019189765,1.3326226012793176,0.6663113006396588
NC,28366,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,4221.0,2.369106846718787,2.369106846718787,0.0
NC,28371,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,6458.0,1.548467017652524,1.548467017652524,0.0
NC,28372,13,8,5,11,13,0.8461538461538461,10488,0.0012395118230358,0.6153846153846154,0.3846153846153846,12286.0,10.581149275598243,6.511476477291225,4.069672798307017
NC,28374,85,72,13,38,85,0.4470588235294118,10488,0.0081045003813882,0.8470588235294118,0.1529411764705882,19501.0,43.587508332906005,36.92118352904979,6.666324803856213
NC,28376,13,8,5,8,13,0.6153846153846154,10488,0.0012395118230358,0.6153846153846154,0.3846153846153846,43980.0,2.9558890404729423,1.8190086402910413,1.1368804001819008
NC,28377,2,1,1,2,2,1.0,10488,0.0001906941266209,0.5,0.5,11188.0,1.787629603146228,0.893814801573114,0.893814801573114
NC,28379,15,10,5,13,15,0.8666666666666667,10488,0.0014302059496567,0.6666666666666666,0.3333333333333333,24068.0,6.232341698520858,4.154894465680572,2.077447232840286
NC,28384,2,1,1,2,2,1.0,10488,0.0001906941266209,0.5,0.5,11166.0,1.7911517105498835,0.8955758552749418,0.8955758552749418
NC,28387,28,23,5,17,28,0.6071428571428571,10488,0.0026697177726926,0.8214285714285714,0.1785714285714285,15643.0,17.899379914338684,14.703062072492488,3.1963178418461933
NC,28388,2,0,2,2,2,1.0,10488,0.0001906941266209,0.0,1.0,,,,
NC,28390,5,2,3,4,5,0.8,10488,0.0004767353165522,0.4,0.6,24158.0,2.0697077572646743,0.8278831029058697,1.2418246543588045
NC,28391,2,1,1,2,2,1.0,10488,0.0001906941266209,0.5,0.5,5956.0,3.35795836131632,1.67897918065816,1.67897918065816
NC,28394,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,5091.0,1.9642506383814575,1.9642506383814575,0.0
NC,28398,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,6084.0,1.643655489809336,1.643655489809336,0.0
NC,28401,185,165,20,67,185,0.3621621621621622,10488,0.0176392067124332,0.8918918918918919,0.1081081081081081,21820.0,84.7846012832264,75.61869844179652,9.165902841429881
NC,28403,131,117,14,46,131,0.3511450381679389,10488,0.0124904652936689,0.8931297709923665,0.1068702290076335,40292.0,32.51265759952348,29.038022436215627,3.4746351633078527
NC,28405,28,25,3,20,28,0.7142857142857143,10488,0.0026697177726926,0.8928571428571429,0.1071428571428571,35159.0,7.963821496629596,7.110554907704997,0.8532665889245996
NC,28409,5,5,0,5,5,1.0,10488,0.0004767353165522,1.0,0.0,35013.0,1.428041013337903,1.428041013337903,0.0
NC,28411,18,14,4,17,18,0.9444444444444444,10488,0.0017162471395881,0.7777777777777778,0.2222222222222222,37303.0,4.825349167627269,3.7530493525989868,1.0722998150282819
NC,28412,33,30,3,19,33,0.5757575757575758,10488,0.0031464530892448,0.9090909090909092,0.0909090909090909,42452.0,7.77348534815792,7.066804861961745,0.7066804861961745
NC,28422,21,21,0,13,21,0.6190476190476191,10488,0.0020022883295194,1.0,0.0,8590.0,24.447031431897557,24.447031431897557,0.0
NC,28425,5,2,3,5,5,1.0,10488,0.0004767353165522,0.4,0.6,10823.0,4.619791185438418,1.8479164741753673,2.771874711263051
NC,28428,3,1,2,3,3,1.0,10488,0.0002860411899313,0.3333333333333333,0.6666666666666666,7034.0,4.264998578333807,1.4216661927779357,2.8433323855558714
NC,28429,2,1,1,2,2,1.0,10488,0.0001906941266209,0.5,0.5,9083.0,2.201915666629968,1.100957833314984,1.100957833314984
NC,28431,1,0,1,1,1,1.0,10488,9.534706331045004e-05,0.0,1.0,6104.0,1.6382699868938402,0.0,1.6382699868938402
NC,28433,2,2,0,2,2,1.0,10488,0.0001906941266209,1.0,0.0,4199.0,4.763038818766373,4.763038818766373,0.0
NC,28436,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,2145.0,4.662004662004662,4.662004662004662,0.0
NC,28439,1,0,1,1,1,1.0,10488,9.534706331045004e-05,0.0,1.0,1171.0,8.539709649871904,0.0,8.539709649871904
NC,28443,6,6,0,5,6,0.8333333333333334,10488,0.0005720823798627,1.0,0.0,27203.0,2.2056390839245674,2.2056390839245674,0.0
NC,28445,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,9784.0,1.0220768601798855,1.0220768601798855,0.0
NC,28450,1,0,1,1,1,1.0,10488,9.534706331045004e-05,0.0,1.0,2256.0,4.432624113475177,0.0,4.432624113475177
NC,28451,18,15,3,12,18,0.6666666666666666,10488,0.0017162471395881,0.8333333333333334,0.1666666666666666,44262.0,4.06669377795852,3.3889114816320998,0.67778229632642
NC,28457,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,11131.0,0.8983918785374181,0.8983918785374181,0.0
NC,28458,2,2,0,2,2,1.0,10488,0.0001906941266209,1.0,0.0,5768.0,3.4674063800277395,3.4674063800277395,0.0
NC,28459,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,,,,
NC,28460,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,13405.0,0.7459903021260723,0.7459903021260723,0.0
NC,28461,17,15,2,13,17,0.7647058823529411,10488,0.0016209000762776,0.8823529411764706,0.1176470588235294,23186.0,7.332010696109721,6.469421202449754,0.8625894936599672
NC,28462,7,5,2,6,7,0.8571428571428571,10488,0.0006674294431731,0.7142857142857143,0.2857142857142857,12336.0,5.674448767833982,4.053177691309987,1.6212710765239948
NC,28463,7,4,3,3,7,0.4285714285714285,10488,0.0006674294431731,0.5714285714285714,0.4285714285714285,7023.0,9.9672504627652,5.695571693008686,4.271678769756514
NC,28465,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,8689.0,1.150880423523996,1.150880423523996,0.0
NC,28466,13,9,4,7,13,0.5384615384615384,10488,0.0012395118230358,0.6923076923076923,0.3076923076923077,8746.0,14.863937800137206,10.290418477018067,4.5735193231191404
NC,28467,5,4,1,3,5,0.6,10488,0.0004767353165522,0.8,0.2,12923.0,3.869070649230055,3.0952565193840442,0.7738141298460111
NC,28468,2,2,0,2,2,1.0,10488,0.0001906941266209,1.0,0.0,4844.0,4.1288191577208915,4.1288191577208915,0.0
NC,28469,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,9364.0,1.0679196924391285,1.0679196924391285,0.0
NC,28470,14,11,3,13,14,0.9285714285714286,10488,0.0013348588863463,0.7857142857142857,0.2142857142857142,10964.0,12.769062385990516,10.032834731849691,2.736227654140824
NC,28472,42,32,10,25,42,0.5952380952380952,10488,0.0040045766590389,0.7619047619047619,0.238095238095238,17833.0,23.551842090506362,17.944260640385803,5.607581450120563
NC,28478,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,4591.0,2.1781746896101066,2.1781746896101066,0.0
NC,28501,31,26,5,21,31,0.6774193548387096,10488,0.0029557589626239,0.8387096774193549,0.1612903225806451,18112.0,17.11572438162544,14.355123674911662,2.760600706713781
NC,28502,3,2,1,1,3,0.3333333333333333,10488,0.0002860411899313,0.6666666666666666,0.3333333333333333,,,,
NC,28503,2,0,2,2,2,1.0,10488,0.0001906941266209,0.0,1.0,,,,
NC,28504,8,6,2,7,8,0.875,10488,0.0007627765064836,0.75,0.25,20325.0,3.936039360393604,2.9520295202952034,0.984009840098401
NC,28512,2,1,1,2,2,1.0,10488,0.0001906941266209,0.5,0.5,3452.0,5.793742757821553,2.8968713789107765,2.8968713789107765
NC,28513,3,2,1,3,3,1.0,10488,0.0002860411899313,0.6666666666666666,0.3333333333333333,9754.0,3.075661267172442,2.0504408447816282,1.0252204223908141
NC,28515,3,3,0,3,3,1.0,10488,0.0002860411899313,1.0,0.0,2759.0,10.873504893077202,10.873504893077202,0.0
NC,28516,5,5,0,4,5,0.8,10488,0.0004767353165522,1.0,0.0,11143.0,4.487121959974872,4.487121959974872,0.0
NC,28518,6,4,2,4,6,0.6666666666666666,10488,0.0005720823798627,0.6666666666666666,0.3333333333333333,8065.0,7.439553626782393,4.9597024178549285,2.4798512089274642
NC,28532,11,10,1,9,11,0.8181818181818182,10488,0.0010488176964149,0.9090909090909092,0.0909090909090909,19918.0,5.522642835626066,5.020584396023697,0.5020584396023697
NC,28533,12,11,1,11,12,0.9166666666666666,10488,0.0011441647597254,0.9166666666666666,0.0833333333333333,2741.0,43.779642466253186,40.131338927398765,3.6483035388544325
NC,28539,2,2,0,2,2,1.0,10488,0.0001906941266209,1.0,0.0,17900.0,1.1173184357541899,1.1173184357541899,0.0
NC,28540,10,6,4,9,10,0.9,10488,0.0009534706331045,0.6,0.4,50808.0,1.9681939851991812,1.1809163911195089,0.7872775940796725
NC,28542,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,3559.0,2.809778027535825,2.809778027535825,0.0
NC,28546,81,69,12,42,81,0.5185185185185185,10488,0.0077231121281464,0.8518518518518519,0.1481481481481481,48122.0,16.83221811229791,14.338556169735256,2.493661942562653
NC,28547,61,61,0,36,61,0.5901639344262295,10488,0.0058161708619374,1.0,0.0,21266.0,28.684284773817364,28.684284773817364,0.0
NC,28548,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,,,,
NC,28551,3,2,1,3,3,1.0,10488,0.0002860411899313,0.6666666666666666,0.3333333333333333,13264.0,2.261761158021713,1.507840772014475,0.7539203860072375
NC,28557,47,39,8,33,47,0.7021276595744681,10488,0.0044813119755911,0.8297872340425532,0.1702127659574468,15355.0,30.608922175187235,25.398892868772386,5.210029306414849
NC,28560,28,19,9,23,28,0.8214285714285714,10488,0.0026697177726926,0.6785714285714286,0.3214285714285714,27981.0,10.006790322004218,6.790322004217147,3.21646831778707
NC,28562,88,76,12,49,88,0.5568181818181818,10488,0.0083905415713196,0.8636363636363636,0.1363636363636363,38838.0,22.658221329625626,19.568463875585767,3.089757454039858
NC,28570,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,21435.0,0.4665267086540704,0.4665267086540704,0.0
NC,28572,4,3,1,3,4,0.75,10488,0.0003813882532418,0.75,0.25,6080.0,6.578947368421052,4.934210526315789,1.644736842105263
NC,28574,2,2,0,2,2,1.0,10488,0.0001906941266209,1.0,0.0,20631.0,0.969414958072803,0.969414958072803,0.0
NC,28577,3,0,3,3,3,1.0,10488,0.0002860411899313,0.0,1.0,338.0,88.75739644970415,0.0,88.75739644970415
NC,28580,9,4,5,6,9,0.6666666666666666,10488,0.000858123569794,0.4444444444444444,0.5555555555555556,12048.0,7.47011952191235,3.3200531208499333,4.150066401062417
NC,28584,14,10,4,10,14,0.7142857142857143,10488,0.0013348588863463,0.7142857142857143,0.2857142857142857,14668.0,9.544586855740388,6.817562039814562,2.727024815925825
NC,28585,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,3944.0,2.535496957403651,2.535496957403651,0.0
NC,28586,3,2,1,3,3,1.0,10488,0.0002860411899313,0.6666666666666666,0.3333333333333333,8094.0,3.7064492216456633,2.4709661477637757,1.2354830738818878
NC,28590,5,5,0,3,5,0.6,10488,0.0004767353165522,1.0,0.0,26994.0,1.8522634659553976,1.8522634659553976,0.0
NC,28601,116,99,17,40,116,0.3448275862068966,10488,0.0110602593440122,0.853448275862069,0.146551724137931,52839.0,21.953481330078162,18.73616079032533,3.2173205397528344
NC,28602,102,85,17,45,102,0.4411764705882353,10488,0.0097254004576659,0.8333333333333334,0.1666666666666666,29273.0,34.84439585966591,29.036996549721586,5.8073993099443175
NC,28603,1,1,0,1,1,1.0,10488,9.534706331045004e-05,1.0,0.0,,,,
NC,28605,3,2,1,2,3,0.6666666666666666,10488,0.0002860411899313,0.6666666666666666,0.3333333333333333,3471.0,8.64304235090752,5.762028233938346,2.881014116969173
NC,28607,54,42,12,34,54,0.6296296296296297,10488,0.0051487414187643,0.7777777777777778,0.2222222222222222,35504.0,15.209553853086975,11.829652996845427,3.3799008562415502
NC,28608,5,4,1,3,5,0.6,10488,0.0004767353165522,0.8,0.2,,,,
NC,28609,2,2,0,2,2,1.0,10488,0.0001906941266209,1.0,0.0,6617.0,3.022517757291824,3.022517757291824,0.0
NC,28612,2,2,0,2,2,1.0,10488,0.0001906941266209,1.0,0.0,11182.0,1.7885888034340904,1.7885888034340904,0.0
NC,28613,24,18,6,18,24,0.75,10488,0.0022883295194508,0.75,0.25,23486.0,10.218853785233756,7.664140338925317,2.554713446308439
NC,28621,23,20,3,18,23,0.782608695652174,10488,0.0021929824561403,0.8695652173913043,0.1304347826086956,9977.0,23.05302195048612,20.046106043900974,3.006915906585146
NC,28625,30,23,7,23,30,0.7666666666666667,10488,0.0028604118993135,0.7666666666666667,0.2333333333333333,38213.0,7.8507314264779,6.018894093633057,1.8318373328448434
NC,28630,3,2,1,3,3,1.0,10488,0.0002860411899313,0.6666666666666666,0.3333333333333333,20400.0,1.4705882352941175,0.9803921568627451,0.49019607843137253
NC,28637,3,2,1,1,3,0.3333333333333333,10488,0.0002860411899313,0.6666666666666666,0.3333333333333333,1512.0,19.841269841269842,13.227513227513226,6.613756613756613
