STATE_CLEAN,ZIP_CLEAN,provider_count,individual_provider_count,organization_provider_count,unique_specialty_count,providers_with_specialty,specialty_diversity_ratio,state_provider_count,zip_provider_share_of_state,individual_provider_ratio,organization_provider_ratio,population,providers_per_10000,individual_providers_per_10000,organization_providers_per_10000
IN,46805,75,59,16,38,75,0.5066666666666667,6442,0.0116423470971747,0.7866666666666666,0.2133333333333333,21851.0,34.323371928058215,27.001052583405794,7.322319344652419
IN,46806,5,5,0,4,5,0.8,6442,0.0007761564731449,1.0,0.0,26060.0,1.918649270913277,1.918649270913277,0.0
IN,46807,2,1,1,2,2,1.0,6442,0.0003104625892579,0.5,0.5,16285.0,1.2281240405280933,0.6140620202640467,0.6140620202640467
IN,46808,9,6,3,8,9,0.8888888888888888,6442,0.0013970816516609,0.6666666666666666,0.3333333333333333,19916.0,4.518979714802169,3.012653143201446,1.506326571600723
IN,46809,6,5,1,3,6,0.5,6442,0.0009313877677739,0.8333333333333334,0.1666666666666666,8677.0,6.914832315316353,5.762360262763628,1.1524720525527257
IN,46814,3,3,0,3,3,1.0,6442,0.0004656938838869,1.0,0.0,16906.0,1.7745179226310186,1.7745179226310186,0.0
IN,46815,18,15,3,12,18,0.6666666666666666,6442,0.0027941633033219,0.8333333333333334,0.1666666666666666,26811.0,6.71366230278617,5.594718585655142,1.1189437171310284
IN,46816,2,1,1,2,2,1.0,6442,0.0003104625892579,0.5,0.5,19240.0,1.0395010395010396,0.5197505197505198,0.5197505197505198
IN,46818,10,7,3,5,10,0.5,6442,0.0015523129462899,0.7,0.3,21914.0,4.563292872136533,3.1943050104955737,1.3689878616409603
IN,46825,102,82,20,43,102,0.4215686274509804,6442,0.0158335920521577,0.803921568627451,0.196078431372549,29071.0,35.08651233187713,28.206804031509062,6.879708300368065
IN,46835,3,2,1,3,3,1.0,6442,0.0004656938838869,0.6666666666666666,0.3333333333333333,37589.0,0.7981058288329033,0.5320705525552688,0.2660352762776344
IN,46845,150,134,16,50,150,0.3333333333333333,6442,0.0232846941943495,0.8933333333333333,0.1066666666666666,28664.0,52.33044934412503,46.74853474741837,5.581914596706671
IN,46901,32,23,9,23,32,0.71875,6442,0.0049674014281279,0.71875,0.28125,38254.0,8.365138286192293,6.012443143200711,2.3526951429915823
IN,46902,56,43,13,35,56,0.625,6442,0.0086929524992238,0.7678571428571429,0.2321428571428571,36640.0,15.283842794759826,11.73580786026201,3.548034934497817
IN,46904,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,,,,
IN,46910,4,4,0,4,4,1.0,6442,0.0006209251785159,1.0,0.0,3125.0,12.8,12.8,0.0
IN,46915,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,639.0,15.64945226917058,15.64945226917058,0.0
IN,46919,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,1792.0,5.580357142857142,5.580357142857142,0.0
IN,46928,2,2,0,1,2,0.5,6442,0.0003104625892579,1.0,0.0,4450.0,4.49438202247191,4.49438202247191,0.0
IN,46933,3,3,0,3,3,1.0,6442,0.0004656938838869,1.0,0.0,6469.0,4.637501932292472,4.637501932292472,0.0
IN,46936,2,2,0,2,2,1.0,6442,0.0003104625892579,1.0,0.0,5956.0,3.35795836131632,3.35795836131632,0.0
IN,46947,36,28,8,19,36,0.5277777777777778,6442,0.0055883266066438,0.7777777777777778,0.2222222222222222,28830.0,12.486992715920914,9.712105445716267,2.7748872702046476
IN,46952,42,27,15,26,42,0.6190476190476191,6442,0.0065197143744178,0.6428571428571429,0.3571428571428571,17825.0,23.56241234221599,15.147265077138849,8.41514726507714
IN,46953,14,11,3,13,14,0.9285714285714286,6442,0.0021732381248059,0.7857142857142857,0.2142857142857142,23570.0,5.9397539244802715,4.666949512091642,1.2728044123886295
IN,46962,8,5,3,5,8,0.625,6442,0.0012418503570319,0.625,0.375,8994.0,8.8948187680676,5.559261730042251,3.33555703802535
IN,46970,17,15,2,11,17,0.6470588235294118,6442,0.0026389320086929,0.8823529411764706,0.1176470588235294,23129.0,7.350079986164555,6.485364693674607,0.8647152924899477
IN,46975,15,12,3,8,15,0.5333333333333333,6442,0.0023284694194349,0.8,0.2,13985.0,10.725777618877368,8.580622095101894,2.1451555237754736
IN,46979,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,5026.0,1.9896538002387585,1.9896538002387585,0.0
IN,46986,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,1672.0,5.980861244019138,5.980861244019138,0.0
IN,46989,2,2,0,2,2,1.0,6442,0.0003104625892579,1.0,0.0,5403.0,3.701647233018693,3.701647233018693,0.0
IN,46992,17,11,6,11,17,0.6470588235294118,6442,0.0026389320086929,0.6470588235294118,0.3529411764705882,16475.0,10.318664643399089,6.676783004552353,3.6418816388467374
IN,46996,8,6,2,6,8,0.75,6442,0.0012418503570319,0.75,0.25,6231.0,12.839030653185683,9.629272989889262,3.2097576632964206
IN,47001,2,2,0,2,2,1.0,6442,0.0003104625892579,1.0,0.0,10374.0,1.9278966647387699,1.9278966647387699,0.0
IN,47006,23,20,3,18,23,0.782608695652174,6442,0.0035703197764669,0.8695652173913043,0.1304347826086956,12607.0,18.243832791306417,15.864202427222972,2.3796303640834457
IN,47012,5,3,2,5,5,1.0,6442,0.0007761564731449,0.6,0.4,10891.0,4.59094665319989,2.754567991919934,1.8363786612799557
IN,47025,30,20,10,20,30,0.6666666666666666,6442,0.0046569388388699,0.6666666666666666,0.3333333333333333,23713.0,12.651288322860879,8.434192215240586,4.217096107620293
IN,47036,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,1202.0,8.319467554076539,8.319467554076539,0.0
IN,47037,4,2,2,3,4,0.75,6442,0.0006209251785159,0.5,0.5,4289.0,9.326183259501049,4.663091629750524,4.663091629750524
IN,47040,2,0,2,2,2,1.0,6442,0.0003104625892579,0.0,1.0,5408.0,3.698224852071006,0.0,3.698224852071006
IN,47041,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,6148.0,1.6265452179570594,1.6265452179570594,0.0
IN,47042,1,0,1,1,1,1.0,6442,0.0001552312946289,0.0,1.0,3867.0,2.585983966899405,0.0,2.585983966899405
IN,47043,2,0,2,2,2,1.0,6442,0.0003104625892579,0.0,1.0,4851.0,4.1228612657184085,0.0,4.1228612657184085
IN,47060,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,6379.0,1.5676438313215237,1.5676438313215237,0.0
IN,47108,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,2003.0,4.992511233150275,4.992511233150275,0.0
IN,47111,10,8,2,8,10,0.8,6442,0.0015523129462899,0.8,0.2,17899.0,5.586904296329403,4.469523437063523,1.1173808592658807
IN,47112,17,13,4,14,17,0.8235294117647058,6442,0.0026389320086929,0.7647058823529411,0.2352941176470588,17123.0,9.928166793202125,7.592127547742802,2.3360392454593235
IN,47117,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,4352.0,2.297794117647059,2.297794117647059,0.0
IN,47119,8,7,1,7,8,0.875,6442,0.0012418503570319,0.875,0.125,11748.0,6.809669731018045,5.958461014640791,0.8512087163772556
IN,47122,2,2,0,2,2,1.0,6442,0.0003104625892579,1.0,0.0,11230.0,1.7809439002671417,1.7809439002671417,0.0
IN,47129,15,12,3,10,15,0.6666666666666666,6442,0.0023284694194349,0.8,0.2,19611.0,7.648768548263729,6.119014838610984,1.529753709652746
IN,47130,70,60,10,26,70,0.3714285714285714,6442,0.0108661906240298,0.8571428571428571,0.1428571428571428,49192.0,14.229956090421206,12.197105220361035,2.032850870060172
IN,47136,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,4787.0,2.0889910173386252,2.0889910173386252,0.0
IN,47150,59,44,15,42,59,0.711864406779661,6442,0.0091586463831108,0.7457627118644068,0.2542372881355932,49606.0,11.893722533564489,8.869894770793856,3.0238277627706327
IN,47161,4,4,0,3,4,0.75,6442,0.0006209251785159,1.0,0.0,3362.0,11.89767995240928,11.89767995240928,0.0
IN,47167,9,7,2,7,9,0.7777777777777778,6442,0.0013970816516609,0.7777777777777778,0.2222222222222222,15573.0,5.779233288383741,4.494959224298466,1.2842740640852757
IN,47170,19,14,5,12,19,0.631578947368421,6442,0.0029493945979509,0.7368421052631579,0.2631578947368421,15279.0,12.435368806859087,9.162903331369854,3.2724654754892337
IN,47172,6,4,2,4,6,0.6666666666666666,6442,0.0009313877677739,0.6666666666666666,0.3333333333333333,20423.0,2.9378641727464134,1.9585761151642755,0.9792880575821378
IN,47201,41,37,4,29,41,0.7073170731707317,6442,0.0063644830797888,0.902439024390244,0.0975609756097561,48602.0,8.435866836755688,7.612855438047817,0.823011398707872
IN,47203,18,13,5,13,18,0.7222222222222222,6442,0.0027941633033219,0.7222222222222222,0.2777777777777778,25106.0,7.169600892217,5.178045088823389,1.9915558033936112
IN,47229,2,1,1,1,2,0.5,6442,0.0003104625892579,0.5,0.5,2971.0,6.731740154830024,3.365870077415012,3.365870077415012
IN,47240,20,13,7,15,20,0.75,6442,0.0031046258925799,0.65,0.35,21514.0,9.296272194849866,6.042576926652412,3.2536952681974527
IN,47246,2,2,0,2,2,1.0,6442,0.0003104625892579,1.0,0.0,4142.0,4.8285852245292125,4.8285852245292125,0.0
IN,47250,21,16,5,15,21,0.7142857142857143,6442,0.0032598571872089,0.7619047619047619,0.238095238095238,23013.0,9.125277017338027,6.952592013209925,2.1726850041281014
IN,47265,14,13,1,10,14,0.7142857142857143,6442,0.0021732381248059,0.9285714285714286,0.0714285714285714,20981.0,6.672703874934465,6.196082169582003,0.47662170535246173
IN,47274,32,25,7,17,32,0.53125,6442,0.0049674014281279,0.78125,0.21875,32786.0,9.760263527115232,7.625205880558775,2.135057646556457
IN,47283,1,0,1,1,1,1.0,6442,0.0001552312946289,0.0,1.0,4085.0,2.4479804161566707,0.0,2.4479804161566707
IN,47302,5,4,1,4,5,0.8,6442,0.0007761564731449,0.8,0.2,25365.0,1.9712201852946976,1.576976148235758,0.3942440370589395
IN,47303,54,49,5,28,54,0.5185185185185185,6442,0.0083824899099658,0.9074074074074074,0.0925925925925925,24115.0,22.392701637984654,20.319303338171263,2.073398299813394
IN,47304,45,38,7,23,45,0.5111111111111111,6442,0.0069854082583048,0.8444444444444444,0.1555555555555555,31432.0,14.316620005090353,12.089590226520743,2.2270297785696105
IN,47305,2,1,1,2,2,1.0,6442,0.0003104625892579,0.5,0.5,3570.0,5.602240896358543,2.8011204481792715,2.8011204481792715
IN,47306,3,3,0,1,3,0.3333333333333333,6442,0.0004656938838869,1.0,0.0,3866.0,7.759958613554061,7.759958613554061,0.0
IN,47327,3,1,2,3,3,1.0,6442,0.0004656938838869,0.3333333333333333,0.6666666666666666,4384.0,6.843065693430657,2.281021897810219,4.562043795620438
IN,47331,16,6,10,11,16,0.6875,6442,0.0024837007140639,0.375,0.625,22769.0,7.027098247617374,2.635161842856516,4.391936404760859
IN,47334,1,0,1,1,1,1.0,6442,0.0001552312946289,0.0,1.0,3202.0,3.123048094940662,0.0,3.123048094940662
IN,47346,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,4123.0,2.4254183846713557,2.4254183846713557,0.0
IN,47348,6,4,2,5,6,0.8333333333333334,6442,0.0009313877677739,0.6666666666666666,0.3333333333333333,8986.0,6.677053193857112,4.451368795904741,2.2256843979523704
IN,47353,1,0,1,1,1,1.0,6442,0.0001552312946289,0.0,1.0,5111.0,1.9565642731363724,0.0,1.9565642731363724
IN,47356,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,5508.0,1.8155410312273057,1.8155410312273057,0.0
IN,47359,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,3688.0,2.711496746203905,2.711496746203905,0.0
IN,47362,13,8,5,8,13,0.6153846153846154,6442,0.0020180068301769,0.6153846153846154,0.3846153846153846,29442.0,4.4154609061884385,2.7172067115005776,1.6982541946878609
IN,47371,12,8,4,11,12,0.9166666666666666,6442,0.0018627755355479,0.6666666666666666,0.3333333333333333,12450.0,9.638554216867469,6.42570281124498,3.21285140562249
IN,47374,69,58,11,37,69,0.5362318840579711,6442,0.0107109593294008,0.8405797101449275,0.1594202898550724,45186.0,15.270216438719958,12.835834107909529,2.434382330810428
IN,47390,3,3,0,3,3,1.0,6442,0.0004656938838869,1.0,0.0,5084.0,5.9008654602675055,5.9008654602675055,0.0
IN,47394,16,14,2,12,16,0.75,6442,0.0024837007140639,0.875,0.125,8137.0,19.663266560157304,17.205358240137645,2.457908320019663
IN,47396,6,4,2,5,6,0.8333333333333334,6442,0.0009313877677739,0.6666666666666666,0.3333333333333333,7808.0,7.684426229508197,5.122950819672131,2.5614754098360657
IN,47401,30,28,2,20,30,0.6666666666666666,6442,0.0046569388388699,0.9333333333333332,0.0666666666666666,40084.0,7.484283005688055,6.985330805308851,0.4989522003792037
IN,47402,5,4,1,4,5,0.8,6442,0.0007761564731449,0.8,0.2,,,,
IN,47403,134,124,10,51,134,0.3805970149253731,6442,0.0208009934802856,0.9253731343283582,0.0746268656716417,34410.0,38.94216797442604,36.03603603603604,2.906131938390003
IN,47404,17,13,4,14,17,0.8235294117647058,6442,0.0026389320086929,0.7647058823529411,0.2352941176470588,23614.0,7.199119166596088,5.505208774455831,1.6939103921402556
IN,47405,10,9,1,6,10,0.6,6442,0.0015523129462899,0.9,0.1,1249.0,80.06405124099278,72.05764611689352,8.00640512409928
IN,47408,17,14,3,15,17,0.8823529411764706,6442,0.0026389320086929,0.8235294117647058,0.1764705882352941,21660.0,7.848568790397045,6.463527239150508,1.3850415512465375
IN,47421,27,21,6,16,27,0.5925925925925926,6442,0.0041912449549829,0.7777777777777778,0.2222222222222222,27610.0,9.779065555957986,7.605939876856212,2.173125679101775
IN,47424,4,2,2,4,4,1.0,6442,0.0006209251785159,0.5,0.5,8620.0,4.640371229698376,2.320185614849188,2.320185614849188
IN,47432,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,4721.0,2.1181952976064395,2.1181952976064395,0.0
IN,47433,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,3722.0,2.6867275658248255,2.6867275658248255,0.0
IN,47438,1,0,1,1,1,1.0,6442,0.0001552312946289,0.0,1.0,4203.0,2.3792529145848205,0.0,2.3792529145848205
IN,47441,12,11,1,9,12,0.75,6442,0.0018627755355479,0.9166666666666666,0.0833333333333333,8755.0,13.706453455168475,12.5642490005711,1.1422044545973729
IN,47443,2,2,0,2,2,1.0,6442,0.0003104625892579,1.0,0.0,1336.0,14.970059880239521,14.970059880239521,0.0
IN,47446,5,3,2,5,5,1.0,6442,0.0007761564731449,0.6,0.4,9259.0,5.400151204233718,3.240090722540231,2.1600604816934874
IN,47448,2,1,1,2,2,1.0,6442,0.0003104625892579,0.5,0.5,7719.0,2.591009198082653,1.2955045990413265,1.2955045990413265
IN,47452,2,2,0,2,2,1.0,6442,0.0003104625892579,1.0,0.0,5118.0,3.9077764751856194,3.9077764751856194,0.0
IN,47454,8,6,2,6,8,0.75,6442,0.0012418503570319,0.75,0.25,7529.0,10.625581086465667,7.96918581484925,2.6563952716164168
IN,47460,5,4,1,4,5,0.8,6442,0.0007761564731449,0.8,0.2,11395.0,4.3878894251864855,3.5103115401491882,0.8775778850372971
IN,47471,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,3116.0,3.2092426187419765,3.2092426187419765,0.0
IN,47501,12,7,5,10,12,0.8333333333333334,6442,0.0018627755355479,0.5833333333333334,0.4166666666666667,18335.0,6.5448595582219795,3.817834742296155,2.727024815925825
IN,47512,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,4216.0,2.3719165085388996,2.3719165085388996,0.0
IN,47520,2,2,0,2,2,1.0,6442,0.0003104625892579,1.0,0.0,2768.0,7.22543352601156,7.22543352601156,0.0
IN,47532,3,2,1,3,3,1.0,6442,0.0004656938838869,0.6666666666666666,0.3333333333333333,4415.0,6.795016987542469,4.530011325028313,2.2650056625141564
IN,47542,7,6,1,4,7,0.5714285714285714,6442,0.0010866190624029,0.8571428571428571,0.1428571428571428,10034.0,6.976280645804265,5.979669124975085,0.9966115208291808
IN,47546,41,33,8,24,41,0.5853658536585366,6442,0.0063644830797888,0.8048780487804879,0.1951219512195122,22376.0,18.32320343224884,14.747944225956381,3.575259206292456
IN,47553,4,4,0,4,4,1.0,6442,0.0006209251785159,1.0,0.0,8613.0,4.644142575177058,4.644142575177058,0.0
IN,47557,2,2,0,2,2,1.0,6442,0.0003104625892579,1.0,0.0,1360.0,14.705882352941176,14.705882352941176,0.0
IN,47562,3,2,1,3,3,1.0,6442,0.0004656938838869,0.6666666666666666,0.3333333333333333,5332.0,5.626406601650412,3.7509377344336086,1.8754688672168043
IN,47567,7,5,2,6,7,0.8571428571428571,6442,0.0010866190624029,0.7142857142857143,0.2857142857142857,6187.0,11.314045579440762,8.081461128171973,3.232584451268789
IN,47586,11,5,6,8,11,0.7272727272727273,6442,0.0017075442409189,0.4545454545454545,0.5454545454545454,10994.0,10.005457522284884,4.5479352374022195,5.457522284882663
IN,47588,1,0,1,1,1,1.0,6442,0.0001552312946289,0.0,1.0,881.0,11.350737797956867,0.0,11.350737797956867
IN,47591,67,54,13,40,67,0.5970149253731343,6442,0.0104004967401428,0.8059701492537313,0.1940298507462686,25191.0,26.596800444603232,21.436227224008576,5.160573220594657
IN,47601,7,6,1,5,7,0.7142857142857143,6442,0.0010866190624029,0.8571428571428571,0.1428571428571428,13119.0,5.3357725436389964,4.5735193231191404,0.7622532205198568
IN,47619,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,1629.0,6.138735420503376,6.138735420503376,0.0
IN,47620,3,3,0,2,3,0.6666666666666666,6442,0.0004656938838869,1.0,0.0,12533.0,2.393680682996888,2.393680682996888,0.0
IN,47630,68,65,3,34,68,0.5,6442,0.0105557280347718,0.9558823529411764,0.0441176470588235,39461.0,17.232203948202024,16.47195965636958,0.7602442918324421
IN,47633,1,0,1,1,1,1.0,6442,0.0001552312946289,0.0,1.0,2402.0,4.163197335553705,0.0,4.163197335553705
IN,47635,3,2,1,3,3,1.0,6442,0.0004656938838869,0.6666666666666666,0.3333333333333333,5578.0,5.378271782000717,3.5855145213338115,1.7927572606669058
IN,47639,2,2,0,2,2,1.0,6442,0.0003104625892579,1.0,0.0,4633.0,4.316857327865314,4.316857327865314,0.0
IN,47648,2,2,0,2,2,1.0,6442,0.0003104625892579,1.0,0.0,4453.0,4.491354143274197,4.491354143274197,0.0
IN,47660,2,1,1,2,2,1.0,6442,0.0003104625892579,0.5,0.5,4819.0,4.150238638721727,2.0751193193608635,2.0751193193608635
IN,47665,1,0,1,1,1,1.0,6442,0.0001552312946289,0.0,1.0,4053.0,2.467308166790032,0.0,2.467308166790032
IN,47670,20,16,4,12,20,0.6,6442,0.0031046258925799,0.8,0.2,11638.0,17.185083347654235,13.74806667812339,3.4370166695308475
IN,47708,6,4,2,4,6,0.6666666666666666,6442,0.0009313877677739,0.6666666666666666,0.3333333333333333,636.0,94.33962264150944,62.89308176100629,31.446540880503147
IN,47710,75,66,9,29,75,0.3866666666666666,6442,0.0116423470971747,0.88,0.12,18802.0,39.88937347090735,35.10264865439847,4.786724816508882
IN,47711,14,11,3,10,14,0.7142857142857143,6442,0.0021732381248059,0.7857142857142857,0.2142857142857142,30793.0,4.546487838145033,3.5722404442568116,0.9742473938882213
IN,47712,19,12,7,10,19,0.5263157894736842,6442,0.0029493945979509,0.631578947368421,0.3684210526315789,24999.0,7.600304012160486,4.800192007680307,2.8001120044801793
IN,47713,13,10,3,12,13,0.9230769230769232,6442,0.0020180068301769,0.7692307692307693,0.2307692307692307,9930.0,13.091641490433032,10.070493454179255,3.0211480362537766
IN,47714,90,78,12,50,90,0.5555555555555556,6442,0.0139708165166097,0.8666666666666667,0.1333333333333333,33148.0,27.150959333896463,23.530831422710268,3.6201279111861955
IN,47715,81,72,9,35,81,0.4320987654320987,6442,0.0125737348649487,0.8888888888888888,0.1111111111111111,28476.0,28.445006321112515,25.28445006321113,3.160556257901391
IN,47720,4,2,2,3,4,0.75,6442,0.0006209251785159,0.5,0.5,17103.0,2.3387709758521895,1.1693854879260948,1.1693854879260948
IN,47725,3,3,0,3,3,1.0,6442,0.0004656938838869,1.0,0.0,19436.0,1.5435274747890513,1.5435274747890513,0.0
IN,47747,12,10,2,5,12,0.4166666666666667,6442,0.0018627755355479,0.8333333333333334,0.1666666666666666,,,,
IN,47750,10,8,2,5,10,0.5,6442,0.0015523129462899,0.8,0.2,,,,
IN,47802,35,27,8,23,35,0.6571428571428571,6442,0.0054330953120149,0.7714285714285715,0.2285714285714285,33192.0,10.544709568570738,8.134490238611713,2.4102193299590264
IN,47803,15,11,4,10,15,0.6666666666666666,6442,0.0023284694194349,0.7333333333333333,0.2666666666666666,21702.0,6.911805363560963,5.068657266611372,1.84314809694959
IN,47804,26,17,9,18,26,0.6923076923076923,6442,0.0040360136603539,0.6538461538461539,0.3461538461538461,10642.0,24.431497838752115,15.974440894568689,8.457056944183424
IN,47805,2,2,0,2,2,1.0,6442,0.0003104625892579,1.0,0.0,12809.0,1.5614021391209307,1.5614021391209307,0.0
IN,47807,20,17,3,14,20,0.7,6442,0.0031046258925799,0.85,0.15,13028.0,15.351550506601166,13.04881793061099,2.302732575990175
IN,47809,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,1554.0,6.435006435006435,6.435006435006435,0.0
IN,47834,7,6,1,7,7,1.0,6442,0.0010866190624029,0.8571428571428571,0.1428571428571428,18773.0,3.7287593884834602,3.196079475842966,0.5326799126404943
IN,47841,2,2,0,1,2,0.5,6442,0.0003104625892579,1.0,0.0,2546.0,7.855459544383347,7.855459544383347,0.0
IN,47842,4,0,4,3,4,0.75,6442,0.0006209251785159,0.0,1.0,9675.0,4.134366925064599,0.0,4.134366925064599
IN,47871,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,479.0,20.8768267223382,20.8768267223382,0.0
IN,47872,3,1,2,3,3,1.0,6442,0.0004656938838869,0.3333333333333333,0.6666666666666666,8641.0,3.4718203911584307,1.157273463719477,2.314546927438954
IN,47876,1,0,1,1,1,1.0,6442,0.0001552312946289,0.0,1.0,361.0,27.700831024930746,0.0,27.700831024930746
IN,47879,2,2,0,2,2,1.0,6442,0.0003104625892579,1.0,0.0,3120.0,6.410256410256411,6.410256410256411,0.0
IN,47882,8,6,2,6,8,0.75,6442,0.0012418503570319,0.75,0.25,8494.0,9.418412997409936,7.0638097480574515,2.354603249352484
IN,47904,64,54,10,37,64,0.578125,6442,0.0099348028562558,0.84375,0.15625,16340.0,39.16768665850673,33.047735618115055,6.119951040391676
IN,47905,53,45,8,38,53,0.7169811320754716,6442,0.0082272586153368,0.8490566037735849,0.1509433962264151,42109.0,12.58638295851243,10.686551568548293,1.8998313899641406
IN,47906,14,12,2,13,14,0.9285714285714286,6442,0.0021732381248059,0.8571428571428571,0.1428571428571428,74283.0,1.8846842480782953,1.6154436412099673,0.2692406068683279
IN,47907,4,4,0,4,4,1.0,6442,0.0006209251785159,1.0,0.0,0.0,,,
IN,47909,13,11,2,11,13,0.8461538461538461,6442,0.0020180068301769,0.8461538461538461,0.1538461538461538,42971.0,3.0252961299481047,2.5598659561099346,0.4654301738381699
IN,47918,2,1,1,2,2,1.0,6442,0.0003104625892579,0.5,0.5,5159.0,3.876720294630742,1.938360147315371,1.938360147315371
IN,47932,2,1,1,2,2,1.0,6442,0.0003104625892579,0.5,0.5,5193.0,3.8513383400731755,1.9256691700365878,1.9256691700365878
IN,47933,20,19,1,16,20,0.8,6442,0.0031046258925799,0.95,0.05,28227.0,7.08541467389379,6.7311439401991,0.3542707336946895
IN,47944,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,3492.0,2.86368843069874,2.86368843069874,0.0
IN,47959,1,0,1,1,1,1.0,6442,0.0001552312946289,0.0,1.0,2557.0,3.9108330074305826,0.0,3.9108330074305826
IN,47960,14,9,5,11,14,0.7857142857142857,6442,0.0021732381248059,0.6428571428571429,0.3571428571428571,15313.0,9.142558610331092,5.877359106641416,3.2651995036896753
IN,47971,1,0,1,1,1,1.0,6442,0.0001552312946289,0.0,1.0,1718.0,5.820721769499418,0.0,5.820721769499418
IN,47978,8,3,5,8,8,1.0,6442,0.0012418503570319,0.375,0.625,10097.0,7.923145488759038,2.971179558284639,4.951965930474398
IN,47987,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,3705.0,2.6990553306342777,2.6990553306342777,0.0
IN,47993,3,3,0,2,3,0.6666666666666666,6442,0.0004656938838869,1.0,0.0,3667.0,8.181074447777474,8.181074447777474,0.0
IN,47995,2,2,0,2,2,1.0,6442,0.0003104625892579,1.0,0.0,1809.0,11.055831951354339,11.055831951354339,0.0
IN,64022,1,1,0,1,1,1.0,6442,0.0001552312946289,1.0,0.0,127.0,78.74015748031496,78.74015748031496,0.0
ISRAEL,97278,1,1,0,1,1,1.0,1,1.0,1.0,0.0,,,,
JAPAN,96350,1,1,0,1,1,1.0,2,0.5,1.0,0.0,,,,
JAPAN,96362,1,1,0,1,1,1.0,2,0.5,1.0,0.0,,,,
KOREA,96224,1,1,0,1,1,1.0,1,1.0,1.0,0.0,,,,
KS,40503,1,1,0,1,1,1.0,3481,0.0002872737719046,1.0,0.0,27825.0,0.35938903863432164,0.35938903863432164,0.0
KS,42223,1,1,0,1,1,1.0,3481,0.0002872737719046,1.0,0.0,19261.0,0.5191838429988058,0.5191838429988058,0.0
KS,66002,15,12,3,12,15,0.8,3481,0.0043091065785693,0.8,0.2,13197.0,11.366219595362582,9.092975676290067,2.2732439190725167
KS,66006,5,4,1,3,5,0.6,3481,0.0014363688595231,0.8,0.2,7843.0,6.375111564452379,5.1000892515619025,1.2750223128904756
KS,66007,1,0,1,1,1,1.0,3481,0.0002872737719046,0.0,1.0,10060.0,0.9940357852882704,0.0,0.9940357852882704
KS,66012,4,4,0,4,4,1.0,3481,0.0011490950876185,1.0,0.0,10301.0,3.8831181438695275,3.8831181438695275,0.0
KS,66016,1,1,0,1,1,1.0,3481,0.0002872737719046,1.0,0.0,700.0,14.285714285714286,14.285714285714286,0.0
KS,66020,1,0,1,1,1,1.0,3481,0.0002872737719046,0.0,1.0,1763.0,5.672149744753262,0.0,5.672149744753262
KS,66025,2,0,2,2,2,1.0,3481,0.0005745475438092,0.0,1.0,7858.0,2.545176889793841,0.0,2.545176889793841
KS,66027,42,42,0,21,42,0.5,3481,0.0120654984199942,1.0,0.0,7249.0,57.93902607256173,57.93902607256173,0.0
KS,66030,2,0,2,2,2,1.0,3481,0.0005745475438092,0.0,1.0,25964.0,0.7702973347712218,0.0,0.7702973347712218
KS,66032,2,2,0,2,2,1.0,3481,0.0005745475438092,1.0,0.0,5133.0,3.896356906292616,3.896356906292616,0.0
KS,66040,2,1,1,2,2,1.0,3481,0.0005745475438092,0.5,0.5,3527.0,5.670541536716756,2.835270768358378,2.835270768358378
KS,66043,8,7,1,6,8,0.75,3481,0.002298190175237,0.875,0.125,10821.0,7.393032067276591,6.468903058867018,0.9241290084095739
KS,66044,50,42,8,29,50,0.58,3481,0.0143636885952312,0.84,0.16,29052.0,17.210519069255128,14.45683601817431,2.7536830510808206
KS,66045,2,2,0,2,2,1.0,3481,0.0005745475438092,1.0,0.0,1707.0,11.716461628588167,11.716461628588167,0.0
KS,66046,5,2,3,4,5,0.8,3481,0.0014363688595231,0.4,0.6,19972.0,2.5035049068696176,1.001401962747847,1.5021029441217706
KS,66047,17,14,3,10,17,0.5882352941176471,3481,0.0048836541223786,0.8235294117647058,0.1764705882352941,20344.0,8.356272119543846,6.881635863153756,1.4746362563900905
